职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
Python自动化测试-杭州滨江,1.1万-2.2万,杭州-滨江,1-3年,本科,Python、自动化测试、Web自动化、Oracle、Linux、C/C++、Shell、接口自动化测试,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40205489716.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
业务数据分析师,8千-1万,杭州-钱塘,3-5年,本科,Python、Java,力控科技,http://jobs.zhaopin.com/CC133775030J40582478115.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
报表开发工程师,1.4万-1.6万,杭州-上城,1-3年,本科,报表开发、SQL、ETL、FineReport、BI,上海吉信科光电信息技术有限公司,http://jobs.zhaopin.com/CC494109230J40205742813.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
python测试工程师,9千-1.3万,杭州-滨江,1-3年,本科,Python、接口自动化测试,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40497997416.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
ETL开发工程师,1.2万-1.8万,杭州-余杭,3-5年,本科,SQL、Python、Kettle、Oracle、MySQL、数据开发,浙江鸿程计算机系统有限公司,http://jobs.zhaopin.com/CC135288900J40394310308.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
测试工程师（双休-965）,1万-1.5万,杭州-滨江,3-5年,大专,Python、自动化测试、功能测试、软件测试,杭州对点人力资源管理有限公司,http://jobs.zhaopin.com/CC414409920J40390450709.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
python运维开发工程师,1.2万-1.5万,杭州-西湖,3-5年,本科,Python、Linux、MySQL,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40481679716.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
java/python/C/C++软件开发工程师,1.3万-2.6万 · 15薪,杭州-滨江,1-3年,本科,JavaScript、web前端,外企德科,http://jobs.zhaopin.com/CC138117190J40182521005.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
数据库开发工程师,1.2万-1.9万 · 13薪,杭州-滨江,1-3年,本科,数据库、数据库开发、SQL、数据仓库、Oracle,北京银信长远科技股份有限公司深圳分公司,http://jobs.zhaopin.com/CC453344410J40228797616.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
Python自动化测试-杭州,1万-1.3万,杭州-滨江,1-3年,本科,Python、接口自动化测试,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40490885816.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
图像算法工程师,1.2万-1.9万 · 13薪,杭州-钱塘,1-3年,本科,TensorFlow、Caffe、MXNet、PaddlePaddle、C++、Python、PyTorch,浙江芥衡仪器有限公司,http://jobs.zhaopin.com/CCL1460273170J40413282801.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
【线上面试、车企大厂】资深软件测试工程师,1.2万-1.8万,杭州-滨江,5-10年,本科,自动化测试、Java、Python、性能测试、HTML、Jmeter,深圳市法本信息技术股份有限公司,http://jobs.zhaopin.com/CC385622410J40468178306.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
软件测试岗（顶尖互联网-包三餐下午茶）,1.2万-1.5万 · 13薪,杭州-西湖,3-5年,大专,自动化测试、性能测试、Python、GO、接口自动化,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40496220016.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
软件工程师（24届秋招）,面议,杭州-滨江,经验不限,本科,Java、C++、C、Python、嵌入式开发、网络协议、深度学习,华为技术有限公司,http://jobs.zhaopin.com/CC000542940J40519482314.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
软件开发(A185113),6千-1万,杭州-上城,1-3年,大专,后端开发、Java、Python,杭州泰潼商贸有限公司,http://jobs.zhaopin.com/CC550273820J40470334501.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
