职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
大数据开发工程师（学信本）,1.8万-2万,杭州-萧山,3-5年,本科,数据建模、Java,北京青钱信息技术有限公司,http://jobs.zhaopin.com/CC337626410J40504169110.htm?refcode=4019&srccode=401901&preactionid=d2ae0700-1026-4d85-880f-de4c1667ad38
大数据工程师,1万-2万 · 16薪,杭州-上城,经验不限,本科,数仓开发、数据运维、数据平台、Java、Python,万向财务有限公司,http://jobs.zhaopin.com/CC145898140J40445211610.htm?refcode=4019&srccode=401901&preactionid=d2ae0700-1026-4d85-880f-de4c1667ad38
数据开发,1.3万-1.5万,杭州-滨江,3-5年,本科,Java、阿里云,山东华科信息技术有限公司,http://jobs.zhaopin.com/CC293762780J40483685202.htm?refcode=4019&srccode=401901&preactionid=d2ae0700-1026-4d85-880f-de4c1667ad38
大数据开发工程师,1.5万-2.5万,杭州-滨江,5-10年,本科,Flink、Elasticsearch、Kafka,迪普科技,http://jobs.zhaopin.com/CC237981410J40467825813.htm?refcode=4019&srccode=401901&preactionid=d2ae0700-1026-4d85-880f-de4c1667ad38
数据开发工程师,1.3万-1.8万,杭州-滨江,3-5年,本科,阿里云大数据,山东智和创信息技术有限公司,http://jobs.zhaopin.com/CC461476710J40486069804.htm?refcode=4019&srccode=401901&preactionid=d2ae0700-1026-4d85-880f-de4c1667ad38
神秘顾客调查员,6千-8千元/月,杭州-上城,经验不限,学历不限,行业研究、市场研究、用户调研、市场信息收集、兼职,河北壹切信息咨询有限公司,http://jobs.zhaopin.com/CC186653920J40470455813.htm?refcode=4019&srccode=401901&preactionid=d2ae0700-1026-4d85-880f-de4c1667ad38
数据开发工程师,1.8万-3.5万 · 16薪,杭州-上城,3-5年,本科,数据运维、数仓开发,领时云天信息科技(常州)有限公司,http://jobs.zhaopin.com/CC685034830J40513757110.htm?refcode=4019&srccode=401901&preactionid=d2ae0700-1026-4d85-880f-de4c1667ad38
商品期货研究员,1万-2万 · 15薪,杭州-上城,经验不限,本科,期货研究、基本面研究,杭州中柏资产管理有限公司,http://jobs.zhaopin.com/CC710185830J40257740309.htm?refcode=4019&srccode=401901&preactionid=d2ae0700-1026-4d85-880f-de4c1667ad38
实习生（研究所）,50-100/天,杭州-萧山,无经验,本科,金融、期货从业资格证、金融机构、会Python、信用研究,信达期货有限公司,http://jobs.zhaopin.com/CC211430110J40493543606.htm?refcode=4019&srccode=401901&preactionid=d2ae0700-1026-4d85-880f-de4c1667ad38
高级大数据开发工程师,1.5万-3万 · 13薪,杭州-滨江,3-5年,本科,大数据开发、数据分析、Hadoop、Spark、Elasticsearch,迪普科技,http://jobs.zhaopin.com/CC237981410J40228272813.htm?refcode=4019&srccode=401901&preactionid=d2ae0700-1026-4d85-880f-de4c1667ad38
数据开发工程师,1.6万-1.8万 · 13薪,杭州-萧山,5-10年,本科,ETL开发、数仓开发、数据集市、Hive,维恩贝特科技有限公司,http://jobs.zhaopin.com/CC272648910J40499078408.htm?refcode=4019&srccode=401901&preactionid=d2ae0700-1026-4d85-880f-de4c1667ad38
门店调研员,7千-1万,杭州-上城,经验不限,学历不限,行业研究、企业调研,中企云商(北京)物流有限公司,http://jobs.zhaopin.com/CC394188530J40404985612.htm?refcode=4019&srccode=401901&preactionid=d2ae0700-1026-4d85-880f-de4c1667ad38
数字化开发/实施工程师,1.4万-2.2万,杭州-西湖,5-10年,本科,Python、Java、Scala、Shell,浙江江南工程管理股份有限公司,http://jobs.zhaopin.com/CC145615280J40593011215.htm?refcode=4019&srccode=401901&preactionid=d2ae0700-1026-4d85-880f-de4c1667ad38
项目执行,5千-6千,杭州-滨江,经验不限,大专,全职兼职均可、市场研究、行业研究、定量研究、定性研究,杭州益铥科技有限公司,http://jobs.zhaopin.com/CCL1354944550J40426156816.htm?refcode=4019&srccode=401901&preactionid=d2ae0700-1026-4d85-880f-de4c1667ad38
市场调研评估员/市场调查员-浙江杭州,300-500元/天,杭州-拱墅,经验不限,大专,市场调研、神秘顾客、兼职,上海信天翁联业商务咨询有限公司,http://jobs.zhaopin.com/CC141184720J40501180116.htm?refcode=4019&srccode=401901&preactionid=d2ae0700-1026-4d85-880f-de4c1667ad38
实习行业分析员,200-300/天,杭州-萧山,无经验,本科,市场研究、用户调研、行业研究、市场信息收集,友嘉国际数控机床有限公司,http://jobs.zhaopin.com/CC000469930J40468875105.htm?refcode=4019&srccode=401901&preactionid=d2ae0700-1026-4d85-880f-de4c1667ad38
能化分析师,8千-1.2万 · 14薪,杭州-上城,经验不限,硕士,期货研究、能源化工、期货从业资格证、基金从业资格证、证券从业资格证,南华期货股份有限公司,http://jobs.zhaopin.com/CC339369110J40479642409.htm?refcode=4019&srccode=401901&preactionid=d2ae0700-1026-4d85-880f-de4c1667ad38
大数据开发（有银行经验皆可）,1.5万-1.9万,杭州-萧山,5-10年,本科,银行经验,深圳市法本信息技术股份有限公司,http://jobs.zhaopin.com/CC385622410J40489926706.htm?refcode=4019&srccode=401901&preactionid=d2ae0700-1026-4d85-880f-de4c1667ad38
杭州 资深数据开发 AI面试,1.7万-2.2万,杭州-滨江,3-5年,本科,Hive、Spark、底层原理、SQL、性能调优、DATAWORKS、ETL开发、数据中台、Python,上海正诺信息科技有限公司,http://jobs.zhaopin.com/CC682919930J40518076807.htm?refcode=4019&srccode=401901&preactionid=d2ae0700-1026-4d85-880f-de4c1667ad38
大数据开发工程师,1.6万-2.6万 · 14薪,杭州-滨江,3-5年,本科,数据中台、数据建模、实时数仓、Hadoop、Hive、Spark、MySQL、HBase、SQL Server,亚信科技,http://jobs.zhaopin.com/CC139131340J40481239611.htm?refcode=4019&srccode=401901&preactionid=d2ae0700-1026-4d85-880f-de4c1667ad38
政策研究人员,8千-1.6万元/月,杭州,经验不限,本科,土地政策、自然资源政策研究、全民资产委托代理,浙江聚禾空间规划科技有限公司,http://jobs.zhaopin.com/CC454863387J90250006000.htm?refcode=4019&srccode=401901&preactionid=d2ae0700-1026-4d85-880f-de4c1667ad38
市场策略分析 (MJ002042),1万-1.5万 · 14薪,杭州-滨江,1-3年,硕士,市场研究、行业研究、竞品分析、市场信息收集、全职,正泰安能数字能源(浙江)股份有限公司,http://jobs.zhaopin.com/CC603456930J40396918816.htm?refcode=4019&srccode=401901&preactionid=d2ae0700-1026-4d85-880f-de4c1667ad38
大数据开发,1.6万-1.8万,杭州-萧山,5-10年,本科,Oracle、数据迁移,上海浩方信息技术有限公司南京分公司,http://jobs.zhaopin.com/CC871883930J40495542711.htm?refcode=4019&srccode=401901&preactionid=d2ae0700-1026-4d85-880f-de4c1667ad38
