职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
电商运营(数据分析),9千-1.4万,杭州-钱塘,经验不限,本科,Tableau、SPSS、Kettle,长沙信必优信息科技有限公司,http://jobs.zhaopin.com/CCL1310486740J40474056506.htm?refcode=4019&srccode=401901&preactionid=e48692f9-3a30-4991-93c8-eaa2af50e004
双休大数据开发（福利好）,1.3万-1.5万,杭州-钱塘,1-3年,本科,Python、C++、智能驾驶数据,深圳市南深人力资源股份有限公司,http://jobs.zhaopin.com/CC548571630J40491500911.htm?refcode=4019&srccode=401901&preactionid=e48692f9-3a30-4991-93c8-eaa2af50e004
数据开发工程师,9千-1.5万 · 14薪,杭州-滨江,1-3年,本科,数据仓库、数据库、数据处理、报表开发、ETL开发,杭州麦宝科技有限公司,http://jobs.zhaopin.com/CC420385880J40267156601.htm?refcode=4019&srccode=401901&preactionid=e48692f9-3a30-4991-93c8-eaa2af50e004
数据开发（外包-稠州银行）,1.2万-1.6万,杭州-上城,3-5年,大专,帆软大屏,舟恩信息,http://jobs.zhaopin.com/CC665594320J40505916210.htm?refcode=4019&srccode=401901&preactionid=e48692f9-3a30-4991-93c8-eaa2af50e004
大数据开发工程师,1.5万-3万 · 14薪,杭州-滨江,经验不限,本科,数据治理、数据挖掘、Java、Python、Scala、Shell、Flink、Hadoop,外企德科,http://jobs.zhaopin.com/CC138117190J40409245405.htm?refcode=4019&srccode=401901&preactionid=e48692f9-3a30-4991-93c8-eaa2af50e004
数据适配专家,9千-1.8万,杭州-余杭,10年以上,大专,适配,快准车服,http://jobs.zhaopin.com/CC509652630J40483799404.htm?refcode=4019&srccode=401901&preactionid=e48692f9-3a30-4991-93c8-eaa2af50e004
数据运营,8千-1万 · 13薪,杭州-余杭,1-3年,本科,策略运营,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40501006816.htm?refcode=4019&srccode=401901&preactionid=e48692f9-3a30-4991-93c8-eaa2af50e004
中级数据开发【数据建模/线上面试/金融项目】,1.3万-1.9万,杭州-萧山,3-5年,本科,数仓开发、数据建模、Hadoop、Yarn、MySQL、Oracle、信贷反欺诈、风控票据,北京汉克时代科技有限公司,http://jobs.zhaopin.com/CC493150920J40554790414.htm?refcode=4019&srccode=401901&preactionid=e48692f9-3a30-4991-93c8-eaa2af50e004
数据开发（汽车行业 ）,1.5万-2.5万,杭州-滨江,3-5年,本科,Flink、Shell、ETL,中安润微科技上海,http://jobs.zhaopin.com/CCL1476042980J40515170710.htm?refcode=4019&srccode=401901&preactionid=e48692f9-3a30-4991-93c8-eaa2af50e004
财险浙江-业务管理部-经营分析岗,6千-8千,杭州-上城,1-3年,本科,Python、Java、SQL、商业数据分析、销售数据分析、金融数据分析、行业分析,太平财产保险有限公司浙江分公司,http://jobs.zhaopin.com/CC366243110J40447563203.htm?refcode=4019&srccode=401901&preactionid=e48692f9-3a30-4991-93c8-eaa2af50e004
开发设计岗（数据开发方向）,面议,杭州-上城,3-5年,硕士,Hadoop、Hive、Spark、数据挖掘、数据建模、数仓开发,中国邮政储蓄银行股份有限公司浙江省分行,http://jobs.zhaopin.com/CC173456210J40482574716.htm?refcode=4019&srccode=401901&preactionid=e48692f9-3a30-4991-93c8-eaa2af50e004
数据分析师,1.4万-2万,杭州-滨江,1-3年,本科,,中安润微科技上海,http://jobs.zhaopin.com/CCL1476042980J40508611410.htm?refcode=4019&srccode=401901&preactionid=e48692f9-3a30-4991-93c8-eaa2af50e004
供应链背景-数据分析工程师,1.2万-1.8万,杭州-滨江,3-5年,本科,数据治理、供应链、数据分析、数据建模、Sql、BI工具、VISIO、AXURE,山东华科信息技术有限公司,http://jobs.zhaopin.com/CC293762780J40495151402.htm?refcode=4019&srccode=401901&preactionid=e48692f9-3a30-4991-93c8-eaa2af50e004
数据开发工程师,1万-1.6万,杭州-滨江,1-3年,大专,Python、Spark,深圳市法本信息技术股份有限公司,http://jobs.zhaopin.com/CC385622410J40498069506.htm?refcode=4019&srccode=401901&preactionid=e48692f9-3a30-4991-93c8-eaa2af50e004
GIS/RS项目助理,6千-1万,杭州-萧山,经验不限,本科,GIS、卫星影像处理,浙江二十一世纪空间技术应用有限公司,http://jobs.zhaopin.com/CC542696630J40518327508.htm?refcode=4019&srccode=401901&preactionid=e48692f9-3a30-4991-93c8-eaa2af50e004
