职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
数据分析师,1.2万-1.8万,杭州-上城,3-5年,本科,,世猎(上海)人力资源有限公司,http://jobs.zhaopin.com/CCL1407138080J40500153902.htm?refcode=4019&srccode=401901&preactionid=9cf5a695-7f0b-4feb-92fb-5e8f14fde6a7
园区数据运营专员,1万-1.3万,杭州-西湖,经验不限,本科,,北京睿然商务有限公司,http://jobs.zhaopin.com/CCL1429469110J40403070413.htm?refcode=4019&srccode=401901&preactionid=9cf5a695-7f0b-4feb-92fb-5e8f14fde6a7
数据开发工程师,1.4万-2万,杭州-萧山,5-10年,本科,数据集市、数仓开发、ETL开发、报表开发、Java、Python、Shell、Hadoop、Hive、DB2、EAST5.0,长亮科技,http://jobs.zhaopin.com/CC120564550J40471697104.htm?refcode=4019&srccode=401901&preactionid=9cf5a695-7f0b-4feb-92fb-5e8f14fde6a7
客服中心运营专员（数据分析）(A24156),9千-1.2万,杭州-滨江,3-5年,本科,数据监控,海亮集团,http://jobs.zhaopin.com/CC240203710J40480335211.htm?refcode=4019&srccode=401901&preactionid=9cf5a695-7f0b-4feb-92fb-5e8f14fde6a7
"数据开发（熟悉银行,金融）",1.3万-2万,杭州-萧山,3-5年,本科,银行,北京青钱信息技术有限公司,http://jobs.zhaopin.com/CC337626410J40504227310.htm?refcode=4019&srccode=401901&preactionid=9cf5a695-7f0b-4feb-92fb-5e8f14fde6a7
文员岗,面议,杭州-钱塘,无经验,高中,电商数据运营,北京三快在线科技有限公司,http://jobs.zhaopin.com/CC383625320J40501086109.htm?refcode=4019&srccode=401901&preactionid=9cf5a695-7f0b-4feb-92fb-5e8f14fde6a7
数据分析师,1万-1.9万,杭州-拱墅,3-5年,本科,Python,北京腾信软创科技股份有限公司,http://jobs.zhaopin.com/CC196911810J40474502115.htm?refcode=4019&srccode=401901&preactionid=9cf5a695-7f0b-4feb-92fb-5e8f14fde6a7
数字化开发/实施工程师,1.4万-2.2万,杭州-西湖,5-10年,本科,Python、Java、Scala、Shell,浙江江南工程管理股份有限公司,http://jobs.zhaopin.com/CC145615280J40593011215.htm?refcode=4019&srccode=401901&preactionid=9cf5a695-7f0b-4feb-92fb-5e8f14fde6a7
数据运营,8千-1.5万 · 14薪,杭州-萧山,经验不限,本科,,江西兴峰洋信息科技有限公司,http://jobs.zhaopin.com/CCL1464267660J40480915611.htm?refcode=4019&srccode=401901&preactionid=9cf5a695-7f0b-4feb-92fb-5e8f14fde6a7
渠道数据分析专员,8千-1.3万,杭州-上城,1-3年,本科,数据治理、数据挖掘、Sql、Python,顾家家居,http://jobs.zhaopin.com/CC204356520J40485928304.htm?refcode=4019&srccode=401901&preactionid=9cf5a695-7f0b-4feb-92fb-5e8f14fde6a7
财务数据分析,8千-1.2万,杭州,1-3年,大专,Tableau、Power BI、商业数据分析、财务数据分析、销售数据分析、运营数据分析、Python、SQL,东莞市黄沙电子科技有限公司,http://jobs.zhaopin.com/CC217802330J40426721210.htm?refcode=4019&srccode=401901&preactionid=9cf5a695-7f0b-4feb-92fb-5e8f14fde6a7
数据建模工程师,1.3万-1.6万,杭州-萧山,1-3年,本科,数据建模、银行,京北方,http://jobs.zhaopin.com/CC315847110J40529225707.htm?refcode=4019&srccode=401901&preactionid=9cf5a695-7f0b-4feb-92fb-5e8f14fde6a7
数据分析研究员,5千-8千,杭州-滨江,1-3年,本科,行业分析、商业数据分析,智联猎头,http://jobs.zhaopin.com/CCL1318355140J40492941703.htm?refcode=4019&srccode=401901&preactionid=9cf5a695-7f0b-4feb-92fb-5e8f14fde6a7
中级数据开发【数据建模/线上面试/金融项目】,1.3万-1.9万,杭州-上城,3-5年,本科,数仓开发、数据建模、Hadoop、Yarn、MySQL、Oracle、信贷反欺诈、风控票据,北京汉克时代科技有限公司,http://jobs.zhaopin.com/CC493150920J40554791214.htm?refcode=4019&srccode=401901&preactionid=9cf5a695-7f0b-4feb-92fb-5e8f14fde6a7
数据分析师课程杭州/培训招生,8千-1万 · 13薪,杭州-拱墅,经验不限,大专,数据分析、Java、Python、R语言、商业数据分析、市场数据分析、运营数据分析、销售数据分析,51Testing,http://jobs.zhaopin.com/CC145362720J40364996702.htm?refcode=4019&srccode=401901&preactionid=9cf5a695-7f0b-4feb-92fb-5e8f14fde6a7
数据分析师（电信运营商行业）,1.2万-1.8万,杭州-西湖,3-5年,本科,数据分析、Sql、Python,北京道隆华尔软件股份有限公司,http://jobs.zhaopin.com/CC142589010J40468370113.htm?refcode=4019&srccode=401901&preactionid=9cf5a695-7f0b-4feb-92fb-5e8f14fde6a7
资深数据分析（供应链）,1.2万-1.8万 · 13薪,杭州-西湖,5-10年,大专,运营数据分析,江南布衣服饰有限公司,http://jobs.zhaopin.com/CC134741310J40460744905.htm?refcode=4019&srccode=401901&preactionid=9cf5a695-7f0b-4feb-92fb-5e8f14fde6a7
数据运营（五险一金，地铁口）,9千-1.4万,杭州-萧山,1-3年,本科,电商数据运营、销售数据运营、经营数据分析,杭州天逸云信息技术有限公司,http://jobs.zhaopin.com/CCL1475742190J40558625914.htm?refcode=4019&srccode=401901&preactionid=9cf5a695-7f0b-4feb-92fb-5e8f14fde6a7
中级数据开发【数据建模/线上面试/金融项目】,1.3万-1.9万,杭州-上城,3-5年,本科,数仓开发、数据建模、Hadoop、Yarn、MySQL、Oracle、信贷反欺诈、风控票据,北京汉克时代科技有限公司,http://jobs.zhaopin.com/CC493150920J40554791414.htm?refcode=4019&srccode=401901&preactionid=9cf5a695-7f0b-4feb-92fb-5e8f14fde6a7
数据分析工程师（B端）,3万-5万 · 16薪,杭州-余杭,5-10年,本科,运营数据分析、商家经验分析,正德人力资源股份有限公司,http://jobs.zhaopin.com/CC202766620J40526510114.htm?refcode=4019&srccode=401901&preactionid=9cf5a695-7f0b-4feb-92fb-5e8f14fde6a7
数据支撑,1.5万-3万,杭州-上城,1-3年,本科,数据分析,中国移动通信有限公司在线营销服务中心,http://jobs.zhaopin.com/CCL1317363300J40407324803.htm?refcode=4019&srccode=401901&preactionid=9cf5a695-7f0b-4feb-92fb-5e8f14fde6a7
数据分析工程师,1.2万-1.7万,杭州-萧山,3-5年,本科,数据治理、数据挖掘、Python、SPSS、Oracle、MySQL、数据分析,北京腾信软创科技股份有限公司,http://jobs.zhaopin.com/CC196911810J40585683715.htm?refcode=4019&srccode=401901&preactionid=9cf5a695-7f0b-4feb-92fb-5e8f14fde6a7
数据运营主管,9千-1.2万 · 14薪,杭州-萧山,3-5年,本科,经营数据分析,贝壳找房科技有限公司,http://jobs.zhaopin.com/CC300255130J40561090115.htm?refcode=4019&srccode=401901&preactionid=9cf5a695-7f0b-4feb-92fb-5e8f14fde6a7
数据分析（Quick BI ）,1.5万-1.8万,杭州-滨江,3-5年,大专,QUICK BI、数据可视化、行业分析,上海兴岩信息科技有限公司,http://jobs.zhaopin.com/CC334558030J40487904214.htm?refcode=4019&srccode=401901&preactionid=9cf5a695-7f0b-4feb-92fb-5e8f14fde6a7
数据库工程师,1.5万-2.5万,杭州-滨江,无经验,本科,,杭州海康威视数字技术股份有限公司,http://jobs.zhaopin.com/CC120975580J40156703815.htm?refcode=4019&srccode=401901&preactionid=9cf5a695-7f0b-4feb-92fb-5e8f14fde6a7
数据助理,6千-8千,杭州-滨江,经验不限,本科,市场研究、用户调研、行业研究、用户分析、全职,杭州益铥科技有限公司,http://jobs.zhaopin.com/CCL1354944550J40417819416.htm?refcode=4019&srccode=401901&preactionid=9cf5a695-7f0b-4feb-92fb-5e8f14fde6a7
数据开发(中华保险),1.2万-1.6万,杭州-拱墅,3-5年,本科,数仓开发、数据集市、ETL开发、财险,北京青蓝致远科技有限公司,http://jobs.zhaopin.com/CC700010280J40457977210.htm?refcode=4019&srccode=401901&preactionid=9cf5a695-7f0b-4feb-92fb-5e8f14fde6a7
数据分析专员,7千-9千 · 14薪,杭州-滨江,经验不限,大专,商业数据分析、行业分析、销售数据分析、统计学、运筹学、应用数学,浙江合尔珀生物科技有限公司,http://jobs.zhaopin.com/CCL1372241830J40541920101.htm?refcode=4019&srccode=401901&preactionid=9cf5a695-7f0b-4feb-92fb-5e8f14fde6a7
