职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
工控安全大数据开发工程师,1.5万-3万,杭州-滨江,3-5年,本科,Hadoop、Spark、Hbase,迪普科技,http://jobs.zhaopin.com/CC237981413J00442233906.htm?refcode=4019&srccode=401901&preactionid=93cc29e4-0506-4a44-a553-1b709b4ccb0c
数据分析工程师（杭州）,1万-1.5万 · 15薪,杭州-西湖,1-3年,硕士,Python、MATLAB、环保、大气、臭氧、颗粒物,无锡中科光电技术有限公司,http://jobs.zhaopin.com/CC470818610J40380378102.htm?refcode=4019&srccode=401901&preactionid=93cc29e4-0506-4a44-a553-1b709b4ccb0c
卫星影像处理工程师,6千-1万,杭州-萧山,经验不限,本科,卫星影像处理、GIS,浙江二十一世纪空间技术应用有限公司,http://jobs.zhaopin.com/CC542696630J40518332208.htm?refcode=4019&srccode=401901&preactionid=93cc29e4-0506-4a44-a553-1b709b4ccb0c
经营分析岗,7千-1.1万 · 14薪,杭州-拱墅,经验不限,本科,销售数据分析、商业数据分析、风控数据分析,江西星函企业管理有限公司,http://jobs.zhaopin.com/CCL1322411260J40433917211.htm?refcode=4019&srccode=401901&preactionid=93cc29e4-0506-4a44-a553-1b709b4ccb0c
数据分析岗,1.3万-1.8万 · 14薪,杭州-上城,3-5年,本科,Java、Python、机器学习、决策树、神经网络、聚类算法、回归算法,杭州越秀房地产开发有限公司,http://jobs.zhaopin.com/CC404414110J40533246014.htm?refcode=4019&srccode=401901&preactionid=93cc29e4-0506-4a44-a553-1b709b4ccb0c
数据分析员,6千-8千,杭州-余杭,1-3年,本科,商业数据分析、销售数据分析、行业分析、excel、运营数据分析,喜爱宝(浙江)健康管理有限公司,http://jobs.zhaopin.com/CC818269140J40441176113.htm?refcode=4019&srccode=401901&preactionid=93cc29e4-0506-4a44-a553-1b709b4ccb0c
数据开发工程师,1.5万-3万 · 13薪,杭州-余杭,3-5年,本科,数仓开发、数据挖掘、报表开发,江苏虫洞电子商务有限公司,http://jobs.zhaopin.com/CC392378580J40436214110.htm?refcode=4019&srccode=401901&preactionid=93cc29e4-0506-4a44-a553-1b709b4ccb0c
大数据组件开发,1.5万-3万,杭州-西湖,1-3年,硕士,数据治理、数据挖掘、Hadoop、Kafka,北京华安保信息技术有限公司,http://jobs.zhaopin.com/CC142084810J40480941904.htm?refcode=4019&srccode=401901&preactionid=93cc29e4-0506-4a44-a553-1b709b4ccb0c
数据分析,6千-7千,杭州-上城,3-5年,大专,数据建模、报表开发、数据分析,中联即送网络科技有限公司,http://jobs.zhaopin.com/CCL1256805620J40512910705.htm?refcode=4019&srccode=401901&preactionid=93cc29e4-0506-4a44-a553-1b709b4ccb0c
数据分析师,1.5万-3万,杭州-上城,1-3年,本科,数据分析师,中国移动通信有限公司在线营销服务中心,http://jobs.zhaopin.com/CCL1317363300J40450359003.htm?refcode=4019&srccode=401901&preactionid=93cc29e4-0506-4a44-a553-1b709b4ccb0c
