职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
数据开发工程师,1.4万-1.7万,杭州-萧山,3-5年,本科,恒生电子、证券,北京青钱信息技术有限公司,http://jobs.zhaopin.com/CC337626410J40505386910.htm?refcode=4019&srccode=401901&preactionid=ace60364-b456-4b41-9529-256440172869
数据开发工程师,1.8万-2.3万,杭州-滨江,5-10年,本科,ETL开发、数仓开发、DATAWORKS、HIVE SQL,深圳市法本信息技术股份有限公司,http://jobs.zhaopin.com/CC385622410J40484637706.htm?refcode=4019&srccode=401901&preactionid=ace60364-b456-4b41-9529-256440172869
大数据开发工程师,1.6万-2.2万,杭州-滨江,5-10年,本科,,上海兴岩信息科技有限公司,http://jobs.zhaopin.com/CC334558030J40539969614.htm?refcode=4019&srccode=401901&preactionid=ace60364-b456-4b41-9529-256440172869
大数据开发工程师,1.1万-2.2万,杭州-拱墅,5-10年,本科,Python、Shell、Hadoop、Hive、DATAWORKS、MaxCompute、Spark、保险行业、OTS,北京灵信互动信息技术有限公司,http://jobs.zhaopin.com/CC139562960J40492506910.htm?refcode=4019&srccode=401901&preactionid=ace60364-b456-4b41-9529-256440172869
数据开发,1.3万-1.5万,杭州-滨江,3-5年,本科,Java、阿里云,山东华科信息技术有限公司,http://jobs.zhaopin.com/CC293762780J40483685202.htm?refcode=4019&srccode=401901&preactionid=ace60364-b456-4b41-9529-256440172869
云服务器开发工程师,8千-1.3万 · 14薪,杭州-滨江,1-3年,本科,后端开发、服务器开发,滨江兄弟信息技术(杭州)有限公司,http://jobs.zhaopin.com/CC335923910J40464112203.htm?refcode=4019&srccode=401901&preactionid=ace60364-b456-4b41-9529-256440172869
数据工程师,1.3万-2.6万,杭州-临平,5-10年,硕士,数仓开发、PostgreSQL、MySQL、数据平台、数据PIPELINE,重庆爱永星辰标准医药服务有限公司,http://jobs.zhaopin.com/CC848313620J40476536109.htm?refcode=4019&srccode=401901&preactionid=ace60364-b456-4b41-9529-256440172869
资深数据治理产品开发工程师,1.1万-2万,杭州-余杭,5-10年,本科,数据治理、ETL开发、数仓开发、Hadoop、Hive、Java、Python、Spark、HBase,北京霍因科技有限公司,http://jobs.zhaopin.com/CC608050080J40457263602.htm?refcode=4019&srccode=401901&preactionid=ace60364-b456-4b41-9529-256440172869
RPA工程师,1.1万-1.5万 · 14薪,杭州-滨江,3-5年,本科,Flask、Django、MySQL、RPA、Python,杭州大和热磁电子有限公司,http://jobs.zhaopin.com/CC120553650J40508537009.htm?refcode=4019&srccode=401901&preactionid=ace60364-b456-4b41-9529-256440172869
数据产品经理(滨江区+线上面试）,1.3万-1.6万,杭州-滨江,3-5年,本科,数仓开发、数据建模、数据产品经理、SQL Server、需求分析、产品BA,博彦科技,http://jobs.zhaopin.com/CC000163970J40480689203.htm?refcode=4019&srccode=401901&preactionid=ace60364-b456-4b41-9529-256440172869
爬虫工程师,1.7万-3万 · 13薪,杭州-滨江,3-5年,大专,数据采集、爬虫开发、Java、Python,武汉景行英才人力资源服务有限公司,http://jobs.zhaopin.com/CC692528030J40484604916.htm?refcode=4019&srccode=401901&preactionid=ace60364-b456-4b41-9529-256440172869
