职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
测试工程师,8千-9千,杭州-余杭,1-3年,本科,软件测试、Java、Python,易宝软件科技(南京)有限公司,http://jobs.zhaopin.com/CC509286380J40448742206.htm?refcode=4019&srccode=401901&preactionid=c7415bd9-2325-4d7b-b001-c0c29f0b2b72
运维开发工程师,1.2万-1.6万 · 14薪,杭州-余杭,1-3年,本科,Java、Python、Linux、PostgreSQL、MySQL、运维开发,浙江英集动力科技有限公司,http://jobs.zhaopin.com/CCL1431628800J40388743112.htm?refcode=4019&srccode=401901&preactionid=c7415bd9-2325-4d7b-b001-c0c29f0b2b72
技术服务工程师,1万-1.3万,杭州-西湖,1-3年,本科,Docker、Java、Python、K8s、linux、软件技术支持、现场技术支持、远程技术支持,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40495199416.htm?refcode=4019&srccode=401901&preactionid=c7415bd9-2325-4d7b-b001-c0c29f0b2b72
开发团队技术负责人,1.8万-3.5万,杭州-滨江,5-10年,本科,后端开发、服务端开发、Django、Python,浙江天垂科技有限公司,http://jobs.zhaopin.com/CC466235480J40492881211.htm?refcode=4019&srccode=401901&preactionid=c7415bd9-2325-4d7b-b001-c0c29f0b2b72
游戏测试74-接受23届游测,8千-1.2万 · 13薪,杭州-滨江,1-3年,大专,Python、功能测试,武汉讯锡云科技有限公司,http://jobs.zhaopin.com/CC566069530J40487926605.htm?refcode=4019&srccode=401901&preactionid=c7415bd9-2325-4d7b-b001-c0c29f0b2b72
全栈开发工程师,9千-1.6万 · 13薪,杭州-临平,1-3年,本科,CSS、Python、Javascript、Java、全栈开发、JavaScript,杭州勇电照明有限公司,http://jobs.zhaopin.com/CC337608310J40151659108.htm?refcode=4019&srccode=401901&preactionid=c7415bd9-2325-4d7b-b001-c0c29f0b2b72
软件测试工程师,1万-1.3万,杭州-滨江,5-10年,本科,Python、自动化测试、Jmeter、功能测试,卓为科技,http://jobs.zhaopin.com/CC464830020J40560127314.htm?refcode=4019&srccode=401901&preactionid=c7415bd9-2325-4d7b-b001-c0c29f0b2b72
高级java工程师,1.5万-2.5万 · 13薪,杭州-西湖,1-3年,本科,Python、Javascript、CSS、Spring、Hibernate、Mybatis、MySQL、MongoDB、Redis,浙江怡宁健康科技有限公司,http://jobs.zhaopin.com/CCL1296684190J40550379812.htm?refcode=4019&srccode=401901&preactionid=c7415bd9-2325-4d7b-b001-c0c29f0b2b72
智能化开发实习生,120-130/天,杭州-上城,无经验,本科,Python、Javascript、MySQL、SQLServer,浙江同洲项目管理有限公司,http://jobs.zhaopin.com/CC768639080J40588022315.htm?refcode=4019&srccode=401901&preactionid=c7415bd9-2325-4d7b-b001-c0c29f0b2b72
全栈工程师,1.5万-3万 · 13薪,杭州-西湖,3-5年,本科,Java、Spring、Vue、CSS、Python,杭州熹富信息科技有限公司,http://jobs.zhaopin.com/CC378385630J40163446201.htm?refcode=4019&srccode=401901&preactionid=c7415bd9-2325-4d7b-b001-c0c29f0b2b72
软件测试工程师助理,7千-1.2万 · 13薪,杭州-萧山,1-3年,本科,Python、Oracle、自动化测试、接口自动化测试、网络测试,湖南鑫创达数据服务有限公司,http://jobs.zhaopin.com/CCL1450846430J40464185214.htm?refcode=4019&srccode=401901&preactionid=c7415bd9-2325-4d7b-b001-c0c29f0b2b72
软件测试工程师（杭州）,1.2万-2万 · 13薪,杭州-滨江,3-5年,本科,Java、Python、自动化测试、测试开发,北京联龙博通电子商务技术有限公司,http://jobs.zhaopin.com/CC120407450J40430307007.htm?refcode=4019&srccode=401901&preactionid=c7415bd9-2325-4d7b-b001-c0c29f0b2b72
测试工程师（系统/服务端/服务端应用）,1万-1.2万,杭州-余杭,3-5年,本科,自动化测试、Java、Python、系统测试、移动端测试,郑州易宝软件科技有限公司,http://jobs.zhaopin.com/CC525176730J40516739908.htm?refcode=4019&srccode=401901&preactionid=c7415bd9-2325-4d7b-b001-c0c29f0b2b72
视觉AI算法工程师,3万-5万,杭州-滨江,5-10年,本科,C语言、C++、Python、智慧交通、MATLAB,上海坤匙科技集团有限公司,http://jobs.zhaopin.com/CCL1311187700J40508406103.htm?refcode=4019&srccode=401901&preactionid=c7415bd9-2325-4d7b-b001-c0c29f0b2b72
高级测试开发工程师-30-55万-头部互联网公司,1.8万-3.5万 · 16薪,杭州-滨江,3-5年,本科,测试开发、Python、Flask、Vue、Django、Kafka、Redis、MONGO,快招人才服务(深圳)集团有限公司,http://jobs.zhaopin.com/CC814084700J40481804204.htm?refcode=4019&srccode=401901&preactionid=c7415bd9-2325-4d7b-b001-c0c29f0b2b72
安全巡检（国企~浙商银行）,5千-7千,杭州-萧山,1-3年,本科,Shell、Python、Linux、安全运维,北京青钱信息技术有限公司,http://jobs.zhaopin.com/CC337626410J40516058410.htm?refcode=4019&srccode=401901&preactionid=c7415bd9-2325-4d7b-b001-c0c29f0b2b72
软件工程师,6千-1.2万,杭州-上城,经验不限,本科,SQL、Shell、Python、Java,杭州杭诚专利事务所有限公司,http://jobs.zhaopin.com/CC243916620J40527292012.htm?refcode=4019&srccode=401901&preactionid=c7415bd9-2325-4d7b-b001-c0c29f0b2b72
AIGC 算法工程师,3万-5万,杭州-拱墅,3-5年,硕士,视频算法、TensorFlow、PyTorch、MXNet、PaddlePaddle、智慧零售、Python、AIGC,池州原子人力资源服务有限公司,http://jobs.zhaopin.com/CCL1463119280J40594117815.htm?refcode=4019&srccode=401901&preactionid=c7415bd9-2325-4d7b-b001-c0c29f0b2b72
后端工程师,8千-1.6万,杭州-临平,5-10年,本科,Python、MySQL、Spring,广东钰顺数字科技有限公司,http://jobs.zhaopin.com/CCL1419120480J40489882616.htm?refcode=4019&srccode=401901&preactionid=c7415bd9-2325-4d7b-b001-c0c29f0b2b72
嵌入式软件测试工程师,8千-1.3万,杭州-滨江,经验不限,本科,嵌入式测试、Python、C,先锋电子,http://jobs.zhaopin.com/CC138053910J40498624305.htm?refcode=4019&srccode=401901&preactionid=c7415bd9-2325-4d7b-b001-c0c29f0b2b72
