职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
成本数据岗位,6千-8千 · 13薪,杭州-富阳,经验不限,学历不限,,京东物流,http://jobs.zhaopin.com/CC677237020J40505797705.htm?refcode=4019&srccode=401901&preactionid=c33d7690-3e6d-48f2-934c-cc9d3143358e
资产业务平台运营分析专员 9070,8千-1.5万,杭州-西湖,3-5年,大专,资产管理数据分析、经济分析、SQL、Tableau,深圳市法本信息技术股份有限公司,http://jobs.zhaopin.com/CC385622410J40500334606.htm?refcode=4019&srccode=401901&preactionid=c33d7690-3e6d-48f2-934c-cc9d3143358e
交互设计师+14薪,1.8万-2.2万 · 14薪,杭州-拱墅,3-5年,本科,Axure、PS、SKetch、UI设计、数据分析、交互设计、用户体验研究,海南老白健康科技有限公司,http://jobs.zhaopin.com/CCL1426883940J40509388303.htm?refcode=4019&srccode=401901&preactionid=c33d7690-3e6d-48f2-934c-cc9d3143358e
国际产品专员,6千-1万,杭州-西湖,1-3年,本科,英语、市场调研、数据分析、需求分析、使用场景分析、体外诊断试剂,艾康生物技术（杭州）有限公司,http://jobs.zhaopin.com/CC000636860J40485821512.htm?refcode=4019&srccode=401901&preactionid=c33d7690-3e6d-48f2-934c-cc9d3143358e
数据清洗,4千-6千,杭州-滨江,经验不限,大专,数据清洗,杭州蓝聘网络技术有限公司,http://jobs.zhaopin.com/CCL1319002470J40452275110.htm?refcode=4019&srccode=401901&preactionid=c33d7690-3e6d-48f2-934c-cc9d3143358e
总部运营专员,4千-6千,杭州-钱塘,经验不限,大专,用户运营、数据运营、门店运营、运营专员、运营经理、数据分析,杭州遇饰生风贸易有限公司,http://jobs.zhaopin.com/CCL1390245800J40512735205.htm?refcode=4019&srccode=401901&preactionid=c33d7690-3e6d-48f2-934c-cc9d3143358e
信息审核,6千-1万,杭州-拱墅,经验不限,学历不限,违规内容审核、广告审核、资质审核、数据分析,外企德科,http://jobs.zhaopin.com/CC138117190J40495940405.htm?refcode=4019&srccode=401901&preactionid=c33d7690-3e6d-48f2-934c-cc9d3143358e
数据清洗,4千-6千,杭州-滨江,经验不限,大专,数据清洗,杭州蓝聘网络技术有限公司,http://jobs.zhaopin.com/CCL1319002470J40452275010.htm?refcode=4019&srccode=401901&preactionid=c33d7690-3e6d-48f2-934c-cc9d3143358e
数据分析工程师/数据产品经理,1.3万-1.8万,杭州-滨江,3-5年,本科,,山东智和创信息技术有限公司,http://jobs.zhaopin.com/CC461476710J40471079004.htm?refcode=4019&srccode=401901&preactionid=c33d7690-3e6d-48f2-934c-cc9d3143358e
高级数据分析师（工作地宁波）,2万-3万,杭州-上城,3-5年,本科,Python、机器学习,中科聚信信息技术(北京)有限公司,http://jobs.zhaopin.com/CC687951720J40591822215.htm?refcode=4019&srccode=401901&preactionid=c33d7690-3e6d-48f2-934c-cc9d3143358e
数据工程师,5千-9千,杭州-上城,1-3年,大专,数据库、数据库开发、数据挖掘、数据处理、数据分析,浙江中测时空科技有限公司,http://jobs.zhaopin.com/CC270162580J40418228702.htm?refcode=4019&srccode=401901&preactionid=c33d7690-3e6d-48f2-934c-cc9d3143358e
客服专员,5千-7千,杭州-临平,1-3年,大专,危机客诉处理经验、出纳、数据分析,杭州胖哥俩餐饮管理有限公司,http://jobs.zhaopin.com/CC263690080J40487913710.htm?refcode=4019&srccode=401901&preactionid=c33d7690-3e6d-48f2-934c-cc9d3143358e
机构管理,1万-1.5万,杭州-上城,1-3年,本科,数据分析、策划营销方案、产业研究、期货、金融,永安期货,http://jobs.zhaopin.com/CC141713190J40244106501.htm?refcode=4019&srccode=401901&preactionid=c33d7690-3e6d-48f2-934c-cc9d3143358e
韩语财务数据分析,5千-8千 · 13薪,杭州-滨江,经验不限,本科,数据分析、CET4、韩语中级、财务,塔塔信息技术(中国)有限责任公司上海分公司,http://jobs.zhaopin.com/CC425222210J40100337206.htm?refcode=4019&srccode=401901&preactionid=c33d7690-3e6d-48f2-934c-cc9d3143358e
数据采集组长,6千-7千,杭州-滨江,1年以下,大专,数据采集图片拍摄采集方向,杭州蓝聘网络技术有限公司,http://jobs.zhaopin.com/CCL1319002470J40446153510.htm?refcode=4019&srccode=401901&preactionid=c33d7690-3e6d-48f2-934c-cc9d3143358e
NLP 数据挖掘/算法工程师,1.2万-2万,杭州-滨江,经验不限,硕士,深度学习、图像算法,山东智和创信息技术有限公司,http://jobs.zhaopin.com/CC461476710J40479681704.htm?refcode=4019&srccode=401901&preactionid=c33d7690-3e6d-48f2-934c-cc9d3143358e
售后数据专员+沃尔沃4S店+拱墅区石桥路,6千-8千,杭州-拱墅,1-3年,本科,数据分析、数据处理、表格、核算,浙江中沃汽车销售服务有限公司,http://jobs.zhaopin.com/CCL1463696520J40471030516.htm?refcode=4019&srccode=401901&preactionid=c33d7690-3e6d-48f2-934c-cc9d3143358e
