职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
机器学习工程师,1万-2万,杭州-上城,1-3年,本科,图像算法、机器视觉,杭州声能科技有限公司,http://jobs.zhaopin.com/CC846177980J40540989601.htm?refcode=4019&srccode=401901&preactionid=460fa513-2cf5-426a-b91f-c5e505e5539b
三维webgis开发工程师,1万-2万 · 14薪,杭州-西湖,1-3年,本科,Leaflet、ArcGlS,浙江中海达空间信息技术有限公司,http://jobs.zhaopin.com/CC292276580J40486128504.htm?refcode=4019&srccode=401901&preactionid=460fa513-2cf5-426a-b91f-c5e505e5539b
WebGIS开发,1.5万-2万,杭州-西湖,3-5年,本科,ArcGlS,臻善科技,http://jobs.zhaopin.com/CC502424920J40380259208.htm?refcode=4019&srccode=401901&preactionid=460fa513-2cf5-426a-b91f-c5e505e5539b
物流tob数据运营（有商务BD经验优先）,7千-8千,杭州-余杭,1-3年,本科,销售数据运营、经营数据分析、市场数据分析、ISV、ERP、BD、数据分析,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40489126816.htm?refcode=4019&srccode=401901&preactionid=460fa513-2cf5-426a-b91f-c5e505e5539b
高级数据工程师,6千-9千,杭州-西湖,3-5年,本科,数据运维,浙江鼎晟工程项目管理有限公司,http://jobs.zhaopin.com/CC507804920J40253323812.htm?refcode=4019&srccode=401901&preactionid=460fa513-2cf5-426a-b91f-c5e505e5539b
数据开发工程师,1.1万-1.5万,杭州-滨江,3-5年,本科,数据治理、数据挖掘、ETL开发、数仓开发、Java,山东华科信息技术有限公司,http://jobs.zhaopin.com/CC293762780J40486851502.htm?refcode=4019&srccode=401901&preactionid=460fa513-2cf5-426a-b91f-c5e505e5539b
遥感技术经理,1.8万-2万,杭州-西湖,3-5年,本科,遥感,杭州零重空间技术有限公司,http://jobs.zhaopin.com/CC816555490J40274017211.htm?refcode=4019&srccode=401901&preactionid=460fa513-2cf5-426a-b91f-c5e505e5539b
算法工程师（机器学习方向）,面议,杭州-滨江,5-10年,硕士,深度学习算法,吉利控股集团,http://jobs.zhaopin.com/CC000616940J40506686408.htm?refcode=4019&srccode=401901&preactionid=460fa513-2cf5-426a-b91f-c5e505e5539b
GIS开发工程师,1万-1.5万,杭州-上城,5-10年,本科,C#、Java、HTML、CSS、图形图像处理、数据结构、MapBox GL、WebGL,杭州禹川信息科技有限公司,http://jobs.zhaopin.com/CC861423780J40404522315.htm?refcode=4019&srccode=401901&preactionid=460fa513-2cf5-426a-b91f-c5e505e5539b
数据开发,1.1万-1.7万,杭州-滨江,3-5年,本科,Java、MySQL、Redis、DATAWORKS、阿里云大数据,山东华科信息技术有限公司,http://jobs.zhaopin.com/CC293762780J40483717802.htm?refcode=4019&srccode=401901&preactionid=460fa513-2cf5-426a-b91f-c5e505e5539b
高级数据分析师（工作地宁波）,2万-3万,杭州-上城,3-5年,本科,Python、机器学习,中科聚信信息技术(北京)有限公司,http://jobs.zhaopin.com/CC687951720J40591822215.htm?refcode=4019&srccode=401901&preactionid=460fa513-2cf5-426a-b91f-c5e505e5539b
gis数据处理工程师,7千-8千,杭州-西湖,3-5年,本科,,浙江聚禾空间规划科技有限公司,http://jobs.zhaopin.com/CC454863380J40159673415.htm?refcode=4019&srccode=401901&preactionid=460fa513-2cf5-426a-b91f-c5e505e5539b
数据治理主管 (MJ001860),1.1万-1.7万,杭州-钱塘,5-10年,本科,数据治理,三花控股,http://jobs.zhaopin.com/CC141761210J40484715601.htm?refcode=4019&srccode=401901&preactionid=460fa513-2cf5-426a-b91f-c5e505e5539b
高级算法工程师(搜索推荐方向),面议,杭州-滨江,3-5年,本科,推荐算法,吉利控股集团,http://jobs.zhaopin.com/CC000616940J40514077208.htm?refcode=4019&srccode=401901&preactionid=460fa513-2cf5-426a-b91f-c5e505e5539b
高级算法工程师-搜索算法/推荐算法/营销算法/用增算法等,2.5万-5万 · 16薪,杭州-余杭,1-3年,硕士,QUERY、搜索算法,四川达麦企业管理有限公司,http://jobs.zhaopin.com/CCL1239944790J40501305908.htm?refcode=4019&srccode=401901&preactionid=460fa513-2cf5-426a-b91f-c5e505e5539b
gis前端开发工程师（杭州）,1.6万-1.8万,杭州-西湖,3-5年,本科,三维GIS开发、移动GIS开发、WebGIS开发、GeoServer、Oracle、Redis、react、移动端、WED前端,上海正诺信息科技有限公司,http://jobs.zhaopin.com/CC682919930J40531728307.htm?refcode=4019&srccode=401901&preactionid=460fa513-2cf5-426a-b91f-c5e505e5539b
搜索算法工程师,2.5万-5万,杭州-上城,3-5年,硕士,C++、Java、Python、深度学习算法、自然语言处理、广告算法,四川达麦企业管理有限公司,http://jobs.zhaopin.com/CCL1239944790J40501314208.htm?refcode=4019&srccode=401901&preactionid=460fa513-2cf5-426a-b91f-c5e505e5539b
