职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
渗透测试工程师,7千-1.4万,杭州-西湖,经验不限,大专,网络、安全、网络安全、信息安全、Web安全、系统运维、数据分析,绵阳奇安优服科技有限公司,http://jobs.zhaopin.com/CCL1289846580J40238158306.htm?refcode=4019&srccode=401901&preactionid=9eb10306-934e-4b3f-9256-eb1056f54c3b
产品运营助理+双休+六险一金,6千-7千,杭州-西湖,1-3年,大专,数据分析,武汉佰钧成技术有限责任公司,http://jobs.zhaopin.com/CC364485720J40506478905.htm?refcode=4019&srccode=401901&preactionid=9eb10306-934e-4b3f-9256-eb1056f54c3b
数据分析工程师 (MJ007807),1.8万-2.3万 · 14薪,杭州-滨江,5-10年,本科,SQL、Oracle Hyperion,正泰安能数字能源(浙江)股份有限公司,http://jobs.zhaopin.com/CC603456930J40467729016.htm?refcode=4019&srccode=401901&preactionid=9eb10306-934e-4b3f-9256-eb1056f54c3b
CRM主管,9千-1.3万,杭州-滨江,3-5年,本科,CRM,康恩贝,http://jobs.zhaopin.com/CC000452530J40375900804.htm?refcode=4019&srccode=401901&preactionid=9eb10306-934e-4b3f-9256-eb1056f54c3b
运营专员,8千-9千,杭州-西湖,1-3年,本科,运营专员、产品运营、B端运营、C端运营、项目运营、数据分析、产品运营/项目运营,博彦科技,http://jobs.zhaopin.com/CC000163970J40503302503.htm?refcode=4019&srccode=401901&preactionid=9eb10306-934e-4b3f-9256-eb1056f54c3b
产品经理,1.5万-1.8万,杭州-萧山,3-5年,本科,后台产品、数据分析,北京腾信软创科技股份有限公司,http://jobs.zhaopin.com/CC196911810J40587340615.htm?refcode=4019&srccode=401901&preactionid=9eb10306-934e-4b3f-9256-eb1056f54c3b
数据清洗,4千-6千,杭州-滨江,经验不限,大专,数据清洗,杭州蓝聘网络技术有限公司,http://jobs.zhaopin.com/CCL1319002470J40452274810.htm?refcode=4019&srccode=401901&preactionid=9eb10306-934e-4b3f-9256-eb1056f54c3b
数据科学家,1.2万-2.4万,杭州-临平,5-10年,硕士,SQL、R语言、Python、统计学、数据分析、数据挖掘、数据建模,重庆爱永星辰标准医药服务有限公司,http://jobs.zhaopin.com/CC848313620J40476523009.htm?refcode=4019&srccode=401901&preactionid=9eb10306-934e-4b3f-9256-eb1056f54c3b
寄件业务-产品运营,8千-9千,杭州-余杭,1-3年,大专,C端用户、B端用户、电商类产品、用户增长、产品迭代、产品运营、项目运营、数据分析,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40489392216.htm?refcode=4019&srccode=401901&preactionid=9eb10306-934e-4b3f-9256-eb1056f54c3b
运营支持专员(J15162),7千-1万,杭州-钱塘,经验不限,大专,运营专员、数据分析、策划选题,缦图摄影,http://jobs.zhaopin.com/CC307704580J40517784908.htm?refcode=4019&srccode=401901&preactionid=9eb10306-934e-4b3f-9256-eb1056f54c3b
数据统计员,5千-7千 · 13薪,杭州-滨江,1年以下,本科,临床试验、医药科研、生物工程、微生物检测、临床数据分析,杭州添帆生物科技有限公司,http://jobs.zhaopin.com/CC464152830J40460984908.htm?refcode=4019&srccode=401901&preactionid=9eb10306-934e-4b3f-9256-eb1056f54c3b
产品数据工程师（高级）(J10340),1.5万-2.8万 · 14薪,杭州-滨江,5-10年,本科,数据平台、产品数据、BOM,易思维,http://jobs.zhaopin.com/CC622090030J40424102510.htm?refcode=4019&srccode=401901&preactionid=9eb10306-934e-4b3f-9256-eb1056f54c3b
产品开发助理,5千-7千,杭州-滨江,1-3年,本科,英语、市场调研、需求分析、数据分析、产品/版本迭代,杭州摇一摇信息科技有限公司,http://jobs.zhaopin.com/CCL1426616290J40484347108.htm?refcode=4019&srccode=401901&preactionid=9eb10306-934e-4b3f-9256-eb1056f54c3b
数据采集组长,6千-7千,杭州-滨江,1年以下,大专,数据采集图片拍摄采集方向,杭州蓝聘网络技术有限公司,http://jobs.zhaopin.com/CCL1319002470J40446153110.htm?refcode=4019&srccode=401901&preactionid=9eb10306-934e-4b3f-9256-eb1056f54c3b
数据专员,5千-7千,杭州-上城,经验不限,大专,统计学、销售业务数据、数据分析,远大生物,http://jobs.zhaopin.com/CC297171830J40233479403.htm?refcode=4019&srccode=401901&preactionid=9eb10306-934e-4b3f-9256-eb1056f54c3b
物流运营/+数据分析五险一金/danay,7千-8千,杭州-余杭,1-3年,大专,,博彦科技,http://jobs.zhaopin.com/CC000163970J40509266903.htm?refcode=4019&srccode=401901&preactionid=9eb10306-934e-4b3f-9256-eb1056f54c3b
产品运营,5千-8千,杭州-上城,经验不限,大专,电商类产品、数据分析,杭州译寻文化传媒有限公司,http://jobs.zhaopin.com/CCL1315654650J40497112706.htm?refcode=4019&srccode=401901&preactionid=9eb10306-934e-4b3f-9256-eb1056f54c3b
java/Python/C/C++/前端/测试/大数据开发,面议,杭州-滨江,经验不限,本科,后端开发、前端开发、软件测试,华为技术有限公司,http://jobs.zhaopin.com/CC000542940J40509284114.htm?refcode=4019&srccode=401901&preactionid=9eb10306-934e-4b3f-9256-eb1056f54c3b
数据清洗,4千-6千,杭州-滨江,经验不限,大专,数据清洗,杭州蓝聘网络技术有限公司,http://jobs.zhaopin.com/CCL1319002470J40452274010.htm?refcode=4019&srccode=401901&preactionid=9eb10306-934e-4b3f-9256-eb1056f54c3b
英文润色英语降重改写数据分析理工医学相关经验优先 线上兼职 时间自由 办公地点不限,1万-1.5万,杭州-上城,1-3年,本科,学校/学历教育、新闻/出版、化工、工程建设、医药制造/检测、半导体/集成电路,淄博金诺客信息网络科技有限公司,http://jobs.zhaopin.com/CC826929910J40463077101.htm?refcode=4019&srccode=401901&preactionid=9eb10306-934e-4b3f-9256-eb1056f54c3b
商品专员,8千-1.2万,杭州-西湖,1-3年,本科,运营专员、销售教据运营、门店运营、销售运营、数据分析,浙江宝丽眼镜有限公司,http://jobs.zhaopin.com/CCL1457990040J40500487006.htm?refcode=4019&srccode=401901&preactionid=9eb10306-934e-4b3f-9256-eb1056f54c3b
DBA,1万-1.5万,杭州-上城,1-3年,大专,DBA、数据库、安全、数据分析,华苏科技,http://jobs.zhaopin.com/CC666898020J40248622402.htm?refcode=4019&srccode=401901&preactionid=9eb10306-934e-4b3f-9256-eb1056f54c3b
数据分析工程师/数据产品经理,1万-1.5万,杭州-滨江,3-5年,本科,Visio、Axure、XMind、大数据、数据模型、产品交互设计,山东智和创信息技术有限公司,http://jobs.zhaopin.com/CC461476710J40475198004.htm?refcode=4019&srccode=401901&preactionid=9eb10306-934e-4b3f-9256-eb1056f54c3b
生物信息工程师（高中初级）,1.2万-2.4万 · 14薪,杭州,经验不限,硕士,Python、R语言、数据挖掘、医学,杭州瑞普基因科技有限公司,http://jobs.zhaopin.com/CC313415180J00222655607.htm?refcode=4019&srccode=401901&preactionid=9eb10306-934e-4b3f-9256-eb1056f54c3b
淘宝运营助理专员,4千-6千 · 13薪,杭州-西湖,1-3年,大专,电商运助、淘宝运助、数据分析、推广,杭州臻家贸易有限公司,http://jobs.zhaopin.com/CC566401620J40408998701.htm?refcode=4019&srccode=401901&preactionid=9eb10306-934e-4b3f-9256-eb1056f54c3b
O2O运营(J11381),1万-1.5万,杭州-余杭,3-5年,本科,运营专员、线上数据运营、活动运营、TO B、数据分析、O2O运营,杭州认养一头牛生物科技有限公司,http://jobs.zhaopin.com/CC848413500J40475026113.htm?refcode=4019&srccode=401901&preactionid=9eb10306-934e-4b3f-9256-eb1056f54c3b
sas程序员,1.2万-1.8万 · 13薪,杭州-钱塘,3-5年,本科,临床数据分析,普利药业,http://jobs.zhaopin.com/CC120570370J40332899910.htm?refcode=4019&srccode=401901&preactionid=9eb10306-934e-4b3f-9256-eb1056f54c3b
