职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
数据分析工程师 (MJ007807),1.8万-2.3万 · 14薪,杭州-滨江,5-10年,本科,SQL、Oracle Hyperion,正泰安能数字能源(浙江)股份有限公司,http://jobs.zhaopin.com/CC603456930J40467729016.htm?refcode=4019&srccode=401901&preactionid=80067861-3967-4f7d-96bd-1cce71db40f6
mysql数据库工程师(北京、杭州、西安、成都）,1万-1.7万 · 13薪,杭州-西湖,3-5年,大专,Linux、MySQL,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40492149616.htm?refcode=4019&srccode=401901&preactionid=80067861-3967-4f7d-96bd-1cce71db40f6
数据专员,6千-8千,杭州-上城,1-3年,大专,U8C、NC,杭州聚宠科技发展有限公司,http://jobs.zhaopin.com/CC490779680J40413113411.htm?refcode=4019&srccode=401901&preactionid=80067861-3967-4f7d-96bd-1cce71db40f6
数据分析师,150-200/天,杭州-上城,无经验,本科,Python、MATLAB、Stata、机器学习、深度学习、金融数据分析,杭州弈宸私募基金管理有限公司,http://jobs.zhaopin.com/CC484336530J40496446116.htm?refcode=4019&srccode=401901&preactionid=80067861-3967-4f7d-96bd-1cce71db40f6
资深 杭州数据开发 (flink数据开发（汽车AI团队）) AI面试,2万-2.2万,杭州-滨江,5-10年,本科,数据治理、数据挖掘、数据建模、Python、Java、C++、Flink、Hadoop、Spark,上海正诺信息科技有限公司,http://jobs.zhaopin.com/CC682919930J40527234407.htm?refcode=4019&srccode=401901&preactionid=80067861-3967-4f7d-96bd-1cce71db40f6
数据中台架构师（出差北京一年，双休，五险一金，年假，福利）,1.5万-2.5万,杭州-滨江,3-5年,本科,数据架构、数据中台、Java、基础架构、SPRING CLOUD,山东华科信息技术有限公司,http://jobs.zhaopin.com/CC293762780J40483707102.htm?refcode=4019&srccode=401901&preactionid=80067861-3967-4f7d-96bd-1cce71db40f6
数据产品经理(滨江区+线上面试）,1.3万-1.6万,杭州-滨江,3-5年,本科,数仓开发、数据建模、数据产品经理、SQL Server、需求分析、产品BA,博彦科技,http://jobs.zhaopin.com/CC000163970J40480689203.htm?refcode=4019&srccode=401901&preactionid=80067861-3967-4f7d-96bd-1cce71db40f6
高级数据开发工程师,1.8万-2万,杭州-萧山,5-10年,本科,数仓开发,金锐软件技术(杭州)有限公司,http://jobs.zhaopin.com/CCL1241563750J40491958811.htm?refcode=4019&srccode=401901&preactionid=80067861-3967-4f7d-96bd-1cce71db40f6
数据分析工程师/数据产品经理,1万-1.5万,杭州-滨江,3-5年,本科,Visio、Axure、XMind、大数据、数据模型、产品交互设计,山东智和创信息技术有限公司,http://jobs.zhaopin.com/CC461476710J40475198004.htm?refcode=4019&srccode=401901&preactionid=80067861-3967-4f7d-96bd-1cce71db40f6
数据开发工程师,1.5万-3万 · 13薪,杭州,3-5年,本科,DBA、数据分析、数据处理、阿里云,杭州诚品科技有限公司,http://jobs.zhaopin.com/CC199434211J00391079106.htm?refcode=4019&srccode=401901&preactionid=80067861-3967-4f7d-96bd-1cce71db40f6
综合数据管理专员,4千-7千,杭州-上城,1-3年,本科,经营数据分析、市场数据分析,华彬快速消费品投资管理有限公司,http://jobs.zhaopin.com/CC392465730J40533475001.htm?refcode=4019&srccode=401901&preactionid=80067861-3967-4f7d-96bd-1cce71db40f6
数据清洗,4千-6千,杭州-滨江,经验不限,大专,数据清洗,杭州蓝聘网络技术有限公司,http://jobs.zhaopin.com/CCL1319002470J40452274010.htm?refcode=4019&srccode=401901&preactionid=80067861-3967-4f7d-96bd-1cce71db40f6
数据库工程师,1.3万-2万 · 14薪,杭州-余杭,3-5年,大专,数据库、DBA、Oracle、OCP,浙江星汉信息技术股份有限公司,http://jobs.zhaopin.com/CC204011910J40244234911.htm?refcode=4019&srccode=401901&preactionid=80067861-3967-4f7d-96bd-1cce71db40f6
数据库工程师,1.3万-2.5万,杭州-西湖,3-5年,本科,,杭州中港科技有限公司,http://jobs.zhaopin.com/CC660549420J40232574005.htm?refcode=4019&srccode=401901&preactionid=80067861-3967-4f7d-96bd-1cce71db40f6
数据清洗,4千-6千,杭州-滨江,经验不限,大专,数据清洗,杭州蓝聘网络技术有限公司,http://jobs.zhaopin.com/CCL1319002470J40452275110.htm?refcode=4019&srccode=401901&preactionid=80067861-3967-4f7d-96bd-1cce71db40f6
数字化解决方案架构师,2.5万-5万,杭州-上城,5-10年,硕士,数据架构、数字化转型,开源证券,http://jobs.zhaopin.com/CC155904420J40455795516.htm?refcode=4019&srccode=401901&preactionid=80067861-3967-4f7d-96bd-1cce71db40f6
物流tob数据运营（有商务BD经验优先）,7千-8千,杭州-余杭,1-3年,本科,销售数据运营、经营数据分析、市场数据分析、ISV、ERP、BD、数据分析,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40489126816.htm?refcode=4019&srccode=401901&preactionid=80067861-3967-4f7d-96bd-1cce71db40f6
数据清洗,4千-6千,杭州-滨江,经验不限,大专,数据清洗,杭州蓝聘网络技术有限公司,http://jobs.zhaopin.com/CCL1319002470J40452275010.htm?refcode=4019&srccode=401901&preactionid=80067861-3967-4f7d-96bd-1cce71db40f6
技术售前（数据库DBA）,1.5万-2万 · 13薪,杭州-西湖,1-3年,本科,数据库、DBA、Linux、OCM,浙江创邻科技有限公司,http://jobs.zhaopin.com/CC426826130J40228784010.htm?refcode=4019&srccode=401901&preactionid=80067861-3967-4f7d-96bd-1cce71db40f6
银行数据技术专家,2.5万-3.5万 · 16薪,杭州-滨江,3-5年,本科,数仓开发、数据建模、数据采集、Java、Python、Oracle、SQL Server、Greenplum、Hadoop、Hive、Flink,杭州领慧企业管理咨询有限公司,http://jobs.zhaopin.com/CCL1391762910J40491353402.htm?refcode=4019&srccode=401901&preactionid=80067861-3967-4f7d-96bd-1cce71db40f6
高级数据库工程师,1.7万-2.2万,杭州-上城,5-10年,本科,,天阳科技,http://jobs.zhaopin.com/CC120408370J40519141508.htm?refcode=4019&srccode=401901&preactionid=80067861-3967-4f7d-96bd-1cce71db40f6
高级数据工程师,6千-9千,杭州-西湖,3-5年,本科,数据运维,浙江鼎晟工程项目管理有限公司,http://jobs.zhaopin.com/CC507804920J40253323812.htm?refcode=4019&srccode=401901&preactionid=80067861-3967-4f7d-96bd-1cce71db40f6
硬件数据专员(硬件类),7千-8千,杭州-滨江,1年以下,大专,BOM编码,浙江宇视科技有限公司,http://jobs.zhaopin.com/CC451534410J40556022114.htm?refcode=4019&srccode=401901&preactionid=80067861-3967-4f7d-96bd-1cce71db40f6
