职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
高级大数据开发工程师,1.7万-1.8万,杭州-萧山,5-10年,本科,Java、有过财务数据集市、公司客户集市、监管报送数据集市建设经验者优先、零售客户集市、反洗钱、懂EAST5.0或者1104报送,北京汉克时代科技有限公司,http://jobs.zhaopin.com/CC493150920J40547422414.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
大数据运维工程师,1万-1.5万,杭州-西湖,3-5年,大专,Hadoop、MySQL、SQL,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40493294616.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
大数据运维工程师,1.3万-2万,杭州-西湖,3-5年,本科,Hadoop、Spark、Java、Python,杭州中港科技有限公司,http://jobs.zhaopin.com/CC660549420J40499751105.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
BI工程师/数据分析师,1.5万-1.8万,杭州-滨江,3-5年,本科,,上海兴岩信息科技有限公司,http://jobs.zhaopin.com/CC334558030J40543686514.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
售前解决方案（大数据方向）(J10113),1.5万-2.5万 · 14薪,杭州-上城,3-5年,本科,大数据售前技术支持、售前技术方案设计、丰富投标经验,威派格,http://jobs.zhaopin.com/CC337595230J40497768611.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
大数据负责人,3万-4.5万,杭州-滨江,10年以上,本科,数据架构、大模型,浙江连信科技有限公司,http://jobs.zhaopin.com/CC817345790J40520623301.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
技术支持工程师（杭州）,7千-1.2万,杭州-滨江,1-3年,本科,Linux、网络、大数据、项目实施、视频监控、售后,浙江宇视科技有限公司,http://jobs.zhaopin.com/CC451534410J40115603914.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
ETL工程师,1.3万-1.8万,杭州-上城,3-5年,本科,Oracle、数据开发、监管报送,天阳科技,http://jobs.zhaopin.com/CC120408370J40409529208.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
前后端开发、测试、算法、大数据开发、数据分析岗位,1.7万-3万 · 14薪,杭州-滨江,经验不限,本科,C、Python、Java、Linux开发、WebGL,外企德科,http://jobs.zhaopin.com/CC138117190J40413635505.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
大数据运维工程师,1.3万-1.6万,杭州-拱墅,3-5年,大专,Hadoop、SQL、DATAWORKS,江苏智蓝信息科技有限公司,http://jobs.zhaopin.com/CC571965230J40475659713.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
数据分析（BI工程师）,1.2万-1.4万,杭州-滨江,3-5年,大专,SQL、FineBI,北京宝信科技有限公司,http://jobs.zhaopin.com/CC697433520J40520638109.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
BI工程师,1.6万-1.8万,杭州-滨江,3-5年,本科,FineBI、DataX、帆软,上海兴岩信息科技有限公司,http://jobs.zhaopin.com/CC334558030J40543685914.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
阿里云大数据运维工程师,1.1万-1.4万,杭州-拱墅,3-5年,本科,云运维、阿里云,江苏智蓝信息科技有限公司,http://jobs.zhaopin.com/CC571965230J40475652413.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
ETL工程师,1.6万-1.9万,杭州-萧山,3-5年,本科,银监报送,北京开科唯识技术股份有限公司深圳分公司,http://jobs.zhaopin.com/CC585923020J40501586203.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
中高级Java开发工程师（大数据开发经验）,1.1万-1.6万,杭州-滨江,3-5年,本科,Spring、JVM、ELASTIC-JOB,上海兴岩信息科技有限公司,http://jobs.zhaopin.com/CC334558030J40546569114.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
数据工程师,5千-9千,杭州-上城,1-3年,大专,数据库、数据库开发、数据挖掘、数据处理、数据分析,浙江中测时空科技有限公司,http://jobs.zhaopin.com/CC270162580J40418228702.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
java/Python/C/C++/前端/测试/大数据开发,面议,杭州-滨江,经验不限,本科,后端开发、前端开发、软件测试,华为技术有限公司,http://jobs.zhaopin.com/CC000542940J40509284114.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
大数据测试工程师,1.7万-1.8万,杭州-滨江,3-5年,大专,Java、Python,上海兴岩信息科技有限公司,http://jobs.zhaopin.com/CC334558030J40541049414.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
博士,4万-5.5万 · 14薪,杭州-拱墅,1-3年,博士,大数据、云计算、人工智能、硬件行业、软件行业,浙江蓝鸽科技有限公司,http://jobs.zhaopin.com/CC526418220J40496361202.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
ETL开发工程师,1.4万-1.8万,杭州-滨江,5-10年,本科,ETL、ERP、大数据开发、数据开发、数仓开发、报表开发、Kettle,海通安恒科技股份有限公司,http://jobs.zhaopin.com/CCL1311123450J40491048503.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
大数据运维工程师-中华保险,1.3万-1.7万,杭州-拱墅,3-5年,本科,大数据平台、阿里云,江苏智蓝信息科技有限公司,http://jobs.zhaopin.com/CC571965230J40477472113.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
Java/前端/测试/python/c++/c/大数据开发,1.4万-2.8万 · 14薪,杭州-滨江,经验不限,本科,后端开发、WEB开发、Java,外企德科,http://jobs.zhaopin.com/CC138117190J40366631105.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
高级软件测试（双休，线上面试，六险一金）,1.3万-1.9万,杭州-滨江,5-10年,本科,大数据、Java、Python、Shell,深圳市法本信息技术股份有限公司,http://jobs.zhaopin.com/CC385622410J40431467806.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
大数据运维工程师（保险 线上面试）,1.5万-2万,杭州-拱墅,3-5年,本科,Kubernetes、保险、大数据运维经验,深圳市拓保软件有限公司,http://jobs.zhaopin.com/CC157088920J40498461716.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
ETL工程师,1万-2万,杭州-拱墅,1-3年,本科,数据清洗、SQL、Informatica、DataStage、Oracle、MySQL、SQL Server,外企德科,http://jobs.zhaopin.com/CC138117190J40495632205.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
杭州-大数据运维,1.1万-1.4万,杭州-拱墅,3-5年,大专,数据库运维、云运维,江苏智蓝信息科技有限公司,http://jobs.zhaopin.com/CC571965230J40475640513.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
数据库开发专家,3万-6万 · 15薪,杭州-滨江,经验不限,本科,MPP,天津海士管理咨询有限公司,http://jobs.zhaopin.com/CC855088510J40456292916.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
博士招聘,4万-5万,杭州-拱墅,经验不限,博士,云计算、大数据、智慧校园、教育技术、软件行业、人工智能、智慧教育、计算机,浙江蓝鸽科技有限公司,http://jobs.zhaopin.com/CC526418220J40361855002.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
基因大数据算法工程师,2万-4万 · 14薪,杭州-滨江,1-3年,博士,基因测序、Python、R语言、生物医药行业,诺辉健康,http://jobs.zhaopin.com/CC331964330J40519195112.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
大数据运维工程师,1.3万-1.7万,杭州-萧山,3-5年,本科,SQL、DB2、Oracle,中电金信软件有限公司,http://jobs.zhaopin.com/CC443657520J40517053809.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0
