职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
算法工程师--生物与分子智造平台,1.5万-2.5万,杭州,经验不限,硕士,机器学习、特征提取、Python、深度学习,浙江大学杭州国际科创中心,http://jobs.zhaopin.com/CCL1242292110J40200033704.htm?refcode=4019&srccode=401901&preactionid=4a3e665a-1d67-466b-8c13-6a30edf177d2
飞控算法工程师（导航）,1.5万-3万,杭州,经验不限,本科,,杭州启飞智能科技有限公司,http://jobs.zhaopin.com/CC370689480J90250012000.htm?refcode=4019&srccode=401901&preactionid=4a3e665a-1d67-466b-8c13-6a30edf177d2
算法工程师,2.4万-4万,杭州-滨江,1-3年,本科,自然语言处理、推荐算法、语音算法、机器人算法、视频算法、C语言、视觉图像算法、算法研究,外企德科,http://jobs.zhaopin.com/CC138117190J40310767405.htm?refcode=4019&srccode=401901&preactionid=4a3e665a-1d67-466b-8c13-6a30edf177d2
计算机视觉算法工程师,1.8万-3.5万 · 14薪,杭州-钱塘,1-3年,硕士,,昂坤视觉,http://jobs.zhaopin.com/CC685860880J40461787104.htm?refcode=4019&srccode=401901&preactionid=4a3e665a-1d67-466b-8c13-6a30edf177d2
推荐算法工程师（不加班不倦）,2.5万-5万 · 15薪,杭州-西湖,经验不限,本科,Java、C++、Python、自然语言处理、广告算法、推荐算法、机器学习算法、深度学习算法、TensorFlow、PyTorch,上海猎猫猫企业管理有限公司,http://jobs.zhaopin.com/CC831008540J40486471516.htm?refcode=4019&srccode=401901&preactionid=4a3e665a-1d67-466b-8c13-6a30edf177d2
语言大模型算法工程师,1.8万-2.8万 · 15薪,杭州-滨江,1-3年,硕士,文本分析、实体识别、PyTorch、C++、Python,杭州海康威视数字技术股份有限公司,http://jobs.zhaopin.com/CC120975580J40581916815.htm?refcode=4019&srccode=401901&preactionid=4a3e665a-1d67-466b-8c13-6a30edf177d2
人工智能系统管理工程师 (MJ000080),1.3万-2.5万 · 13薪,杭州-西湖,经验不限,硕士,PyTorch、TensorFlow、Python,西湖大学,http://jobs.zhaopin.com/CC830919920J40524166607.htm?refcode=4019&srccode=401901&preactionid=4a3e665a-1d67-466b-8c13-6a30edf177d2
高级算法工程师(搜索推荐方向),面议,杭州-滨江,3-5年,本科,推荐算法,吉利控股集团,http://jobs.zhaopin.com/CC000616940J40514077208.htm?refcode=4019&srccode=401901&preactionid=4a3e665a-1d67-466b-8c13-6a30edf177d2
软件算法工程师（禹奕）(J10372),1.5万-2万,杭州,1-3年,本科,C++、机器人开发、机器人算法,易思维,http://jobs.zhaopin.com/CC622090030J40467354210.htm?refcode=4019&srccode=401901&preactionid=4a3e665a-1d67-466b-8c13-6a30edf177d2
英诺-数控系统算法开发工程师,1.5万-2.5万,杭州-萧山,1-3年,硕士,MATLAB、VISUAL STUDIO、数控系统,伯纳控股有限公司,http://jobs.zhaopin.com/CC857243630J40487330911.htm?refcode=4019&srccode=401901&preactionid=4a3e665a-1d67-466b-8c13-6a30edf177d2
音频算法工程师,1.5万-3万 · 13薪,杭州-余杭,3-5年,本科,语音处理、Python、Java,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40492520116.htm?refcode=4019&srccode=401901&preactionid=4a3e665a-1d67-466b-8c13-6a30edf177d2
控制算法工程师（研发二部）,1.5万-3万,杭州,经验不限,硕士,Python、Java、机器学习、深度学习,浙江浩普环保工程有限公司,http://jobs.zhaopin.com/CC618264020J40314879908.htm?refcode=4019&srccode=401901&preactionid=4a3e665a-1d67-466b-8c13-6a30edf177d2
人工智能系统管理工程师 (MJ000080),1万-2万,杭州-西湖,经验不限,硕士,算法研究、PyTorch、TensorFlow、Python,西湖大学,http://jobs.zhaopin.com/CC830919920J40431593707.htm?refcode=4019&srccode=401901&preactionid=4a3e665a-1d67-466b-8c13-6a30edf177d2
高级算法工程师,面议,杭州,1-3年,硕士,搜索算法,阿里巴巴集团,http://jobs.zhaopin.com/CC000127910J40592162715.htm?refcode=4019&srccode=401901&preactionid=4a3e665a-1d67-466b-8c13-6a30edf177d2
机器人-算法工程师（机器视觉-3D-杭州）,1.5万-2.5万,杭州-滨江,1-3年,硕士,,杭州海康威视数字技术股份有限公司,http://jobs.zhaopin.com/CC120975580J40381782215.htm?refcode=4019&srccode=401901&preactionid=4a3e665a-1d67-466b-8c13-6a30edf177d2
