职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
大数据测试工程师,1.7万-1.8万,杭州-滨江,3-5年,大专,Java、Python,上海兴岩信息科技有限公司,http://jobs.zhaopin.com/CC334558030J40541049414.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
运维工程师（杭州）,1万-1.2万,杭州-萧山,3-5年,本科,系统运维、数据库运维、Tomcat、Kubernetes、Nginx、Python、Shell,深圳市法本信息技术股份有限公司,http://jobs.zhaopin.com/CC385622410J40496510406.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
软件工程师,7千-1.4万,杭州-上城,经验不限,中专/中技,自动控制、算法、C#、电路、数字电路、Python、嵌入式、驱动开发,嘉兴微拓电子科技股份有限公司,http://jobs.zhaopin.com/CCL1242316090J40443098012.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
测试开发专家 金融方向,2.5万-4.5万 · 16薪,杭州-滨江,经验不限,本科,Java、Python、Shell、Golang、Linux、Windows,杭州领慧企业管理咨询有限公司,http://jobs.zhaopin.com/CCL1391762910J40491360102.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
高级软件测试（双休，线上面试，六险一金）,1.3万-1.9万,杭州-滨江,5-10年,本科,大数据、Java、Python、Shell,深圳市法本信息技术股份有限公司,http://jobs.zhaopin.com/CC385622410J40431467806.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
智能机器人测试开发岗,8千-1.2万,杭州-滨江,1-3年,大专,Python、C/C++、MySQL、自动化测试、功能测试、软件开发经验、熟悉LINUX/UNIX操作,上海微创软件股份有限公司,http://jobs.zhaopin.com/CC000638920J40540627914.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
高级数据分析师（工作地宁波）,2万-3万,杭州-上城,3-5年,本科,Python、机器学习,中科聚信信息技术(北京)有限公司,http://jobs.zhaopin.com/CC687951720J40591822215.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
中高级java开发（杭州）,1.2万-1.8万,杭州-萧山,1-3年,本科,Python、Spring、Mybatis、MySQL、Redis,深圳市法本信息技术股份有限公司,http://jobs.zhaopin.com/CC385622410J40497491406.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
软件测试工程师,1.5万-3万 · 14薪,杭州-滨江,经验不限,本科,Python、自动化测试、功能测试、性能测试,外企德科,http://jobs.zhaopin.com/CC138117190J40415844005.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
数据库内核研发,2万-3万,杭州-西湖,3-5年,本科,MySQL、数据库、PostgreSQL、内核,亚信科技,http://jobs.zhaopin.com/CC139131340J40135466711.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
