职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
数据分析师（算法研究方向）,8千-1.2万元/月,杭州-钱塘,经验不限,本科,Python、R语言、MATLAB、机器学习、深度学习,杭州拓端数据科技有限公司,http://jobs.zhaopin.com/CC428769630J40503200401.htm?refcode=4019&srccode=401901&preactionid=66ebf9b1-df03-4cad-ac97-0d8044309ddd
图像算法工程师,1.8万-3.5万,杭州-余杭,经验不限,本科,图像处理、深度学习、识别算法、图像算法,浙江天衡五维电子科技有限公司,http://jobs.zhaopin.com/CC308542782J90250008000.htm?refcode=4019&srccode=401901&preactionid=66ebf9b1-df03-4cad-ac97-0d8044309ddd
3A算法工程师,1.5万-3万 · 14薪,杭州-滨江,1-3年,硕士,图像增强、C++、图像识别,爱谱华顿,http://jobs.zhaopin.com/CC131100140J40202848812.htm?refcode=4019&srccode=401901&preactionid=66ebf9b1-df03-4cad-ac97-0d8044309ddd
图像算法工程师,1.2万-1.9万 · 13薪,杭州-钱塘,1-3年,本科,TensorFlow、Caffe、MXNet、PaddlePaddle、C++、Python、PyTorch,浙江芥衡仪器有限公司,http://jobs.zhaopin.com/CCL1460273170J40413282801.htm?refcode=4019&srccode=401901&preactionid=66ebf9b1-df03-4cad-ac97-0d8044309ddd
卫星影像处理工程师,6千-1万,杭州-萧山,经验不限,本科,卫星影像处理、GIS,浙江二十一世纪空间技术应用有限公司,http://jobs.zhaopin.com/CC542696630J40518332208.htm?refcode=4019&srccode=401901&preactionid=66ebf9b1-df03-4cad-ac97-0d8044309ddd
点云算法工程师,2万-4万,杭州-余杭,3-5年,硕士,,重庆森聚人力资源管理有限公司,http://jobs.zhaopin.com/CC716604930J40526086812.htm?refcode=4019&srccode=401901&preactionid=66ebf9b1-df03-4cad-ac97-0d8044309ddd
算法工程师（AI 大数据 图像 智能车）,2万-4万 · 16薪,杭州-滨江,无经验,本科,,外企德科,http://jobs.zhaopin.com/CC138117190J40499946805.htm?refcode=4019&srccode=401901&preactionid=66ebf9b1-df03-4cad-ac97-0d8044309ddd
nlp算法工程师,1.6万-2.2万,杭州-余杭,经验不限,大专,BERT、Python、LLM,深圳市法本信息技术股份有限公司,http://jobs.zhaopin.com/CC385622410J40495156506.htm?refcode=4019&srccode=401901&preactionid=66ebf9b1-df03-4cad-ac97-0d8044309ddd
算法工程师,1.2万-2万 · 14薪,杭州-余杭,3-5年,本科,,上海亿保健康管理有限公司,http://jobs.zhaopin.com/CC614586420J40472460610.htm?refcode=4019&srccode=401901&preactionid=66ebf9b1-df03-4cad-ac97-0d8044309ddd
图像算法工程师,1.5万-2万 · 14薪,杭州-滨江,经验不限,硕士,三维图像重建、识别算法、医学影像、设计与仿真,深圳海思安生物技术有限公司,http://jobs.zhaopin.com/CC842705430J40536262801.htm?refcode=4019&srccode=401901&preactionid=66ebf9b1-df03-4cad-ac97-0d8044309ddd
AI算法（熟悉建设与内容生产）+12-13K,面议,杭州-余杭,1-3年,本科,CHATGPT、AI算法训练、数据采集、数据标注、数据集、点状数据、文生图、图生图、AI智能,中国平安,http://jobs.zhaopin.com/CC000204810J40554032512.htm?refcode=4019&srccode=401901&preactionid=66ebf9b1-df03-4cad-ac97-0d8044309ddd
视觉算法工程师（J10001）,1.8万-3万 · 14薪,杭州-滨江,经验不限,硕士,,易思维,http://jobs.zhaopin.com/CC622090030J40461863510.htm?refcode=4019&srccode=401901&preactionid=66ebf9b1-df03-4cad-ac97-0d8044309ddd
算法工程师（机器视觉）,1.5万-3万 · 14薪,杭州-滨江,经验不限,硕士,视觉图像算法,浙江华睿科技股份有限公司,http://jobs.zhaopin.com/CCL1350705680J40509427401.htm?refcode=4019&srccode=401901&preactionid=66ebf9b1-df03-4cad-ac97-0d8044309ddd
生物医学图像算法工程师,1.8万-3万 · 13薪,杭州-萧山,经验不限,硕士,,光原科技(深圳)有限公司,http://jobs.zhaopin.com/CC863117420J40379188313.htm?refcode=4019&srccode=401901&preactionid=66ebf9b1-df03-4cad-ac97-0d8044309ddd
多模态大模型算法工程师,3万-6万,杭州,3-5年,本科,,字节跳动,http://jobs.zhaopin.com/CC469217510J40507738101.htm?refcode=4019&srccode=401901&preactionid=66ebf9b1-df03-4cad-ac97-0d8044309ddd
自动驾驶感知算法工程师,1.4万-2.5万,杭州-滨江,1-3年,硕士,,北京航空航天大学杭州创新研究院,http://jobs.zhaopin.com/CC812993830J40538517201.htm?refcode=4019&srccode=401901&preactionid=66ebf9b1-df03-4cad-ac97-0d8044309ddd
软件工程师,1万-2万 · 14薪,杭州,经验不限,本科,C++、QT、算法,杭州谛瞳科技有限公司,http://jobs.zhaopin.com/CC484334480J40285771914.htm?refcode=4019&srccode=401901&preactionid=66ebf9b1-df03-4cad-ac97-0d8044309ddd
nlp算法工程师,2万-3万,杭州-余杭,经验不限,本科,Python,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40494704416.htm?refcode=4019&srccode=401901&preactionid=66ebf9b1-df03-4cad-ac97-0d8044309ddd
智慧能源工程师（智能算法开发/测试/运维/UI）,1万-2万,杭州-拱墅,经验不限,硕士,Java、Python,杭州汽轮新能源有限公司,http://jobs.zhaopin.com/CC447140110J40447561504.htm?refcode=4019&srccode=401901&preactionid=66ebf9b1-df03-4cad-ac97-0d8044309ddd
图像算法工程师,面议,杭州-滨江,1-3年,本科,图像处理、图像增强、PyTorch、C/C++、Python、CNN、车牌识别、OpenCV,华为技术有限公司,http://jobs.zhaopin.com/CC000542940J40424397214.htm?refcode=4019&srccode=401901&preactionid=66ebf9b1-df03-4cad-ac97-0d8044309ddd
