职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
数据助理工程师（经理级）,1.5万-3万,杭州-滨江,5-10年,本科,电商数据运营、行业数据分析、商业数据分析、数据采集、销售数据运营、经营数据分析、财务数据分析、市场数据分析,浙江新兔科技有限公司,http://jobs.zhaopin.com/CC876235940J40339716711.htm?refcode=4019&srccode=401901&preactionid=d2087881-c24e-4fd6-b5ca-36bf00505b3d
数据开发工程师（银行项目）,1.5万-1.9万,杭州-萧山,5-10年,本科,数仓开发、ETL开发、数据治理、Hadoop、Hive、Flink、银行、金融,北京汉克时代科技有限公司,http://jobs.zhaopin.com/CC493150920J40557609414.htm?refcode=4019&srccode=401901&preactionid=d2087881-c24e-4fd6-b5ca-36bf00505b3d
数据开发,1.3万-1.5万,杭州-滨江,3-5年,本科,Java、阿里云,山东华科信息技术有限公司,http://jobs.zhaopin.com/CC293762780J40483685202.htm?refcode=4019&srccode=401901&preactionid=d2087881-c24e-4fd6-b5ca-36bf00505b3d
大数据开发工程师,1.6万-2.2万,杭州-滨江,5-10年,本科,,上海兴岩信息科技有限公司,http://jobs.zhaopin.com/CC334558030J40539969614.htm?refcode=4019&srccode=401901&preactionid=d2087881-c24e-4fd6-b5ca-36bf00505b3d
数据运营,7千-8千,杭州-西湖,3-5年,本科,行业数据分析,武汉佰钧成技术有限责任公司,http://jobs.zhaopin.com/CC364485720J40506504305.htm?refcode=4019&srccode=401901&preactionid=d2087881-c24e-4fd6-b5ca-36bf00505b3d
bi数据分析师,1万-1.5万,杭州-西湖,3-5年,本科,报表开发、QuickBI,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40499140516.htm?refcode=4019&srccode=401901&preactionid=d2087881-c24e-4fd6-b5ca-36bf00505b3d
高级gis工程师,1.5万-2.5万,杭州-萧山,5-10年,本科,ArcGIS、GIS、Java、ArcEngine、地理信息,杭州领图信息科技有限公司,http://jobs.zhaopin.com/CC194594510J40493192602.htm?refcode=4019&srccode=401901&preactionid=d2087881-c24e-4fd6-b5ca-36bf00505b3d
数据专员,6千-8千,杭州-上城,1-3年,大专,U8C、NC,杭州聚宠科技发展有限公司,http://jobs.zhaopin.com/CC490779680J40413113411.htm?refcode=4019&srccode=401901&preactionid=d2087881-c24e-4fd6-b5ca-36bf00505b3d
大数据开发工程师,1.1万-2.2万,杭州-拱墅,5-10年,本科,Python、Shell、Hadoop、Hive、DATAWORKS、MaxCompute、Spark、保险行业、OTS,北京灵信互动信息技术有限公司,http://jobs.zhaopin.com/CC139562960J40492506910.htm?refcode=4019&srccode=401901&preactionid=d2087881-c24e-4fd6-b5ca-36bf00505b3d
资深数据治理产品开发工程师,1.1万-2万,杭州-余杭,5-10年,本科,数据治理、ETL开发、数仓开发、Hadoop、Hive、Java、Python、Spark、HBase,北京霍因科技有限公司,http://jobs.zhaopin.com/CC608050080J40457263602.htm?refcode=4019&srccode=401901&preactionid=d2087881-c24e-4fd6-b5ca-36bf00505b3d
