职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
高级售前工程师,1.2万-2.4万,杭州-拱墅,经验不限,硕士,计算机网络 大数据,浙江蓝鸽科技有限公司,http://jobs.zhaopin.com/CC526418220J40362936402.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
进站博士后,2.5万-3万,杭州-萧山,经验不限,博士,机械工程、电气电力、大数据、网络安全、人工智能,杰牌控股集团有限公司,http://jobs.zhaopin.com/CC450762620J40411247610.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
大数据平台产品经理 (MJ001892),2万-4万,杭州-余杭,10年以上,本科,数据产品经理,观妙科技(杭州)有限公司,http://jobs.zhaopin.com/CCL1390488910J40514667908.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
大数据产品销售经理,1万-1.8万,杭州-西湖,经验不限,学历不限,直销、渠道销售、政府客户,浪潮集团,http://jobs.zhaopin.com/CC120143600J40493515015.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
人工智能研究专家,3万-6万,杭州-滨江,经验不限,博士,网络安全、人工智能、大数据、云计算、软件行业,杭州市滨江区浙工大网络空间安全创新研究院,http://jobs.zhaopin.com/CCL1438627770J40470883003.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
测试开发工程师（招商银行）,1.2万-1.5万 · 13薪,杭州-滨江,3-5年,本科,Python、Java、自动化测试、UI自动化测试、银行测试、Selenium、MySQL、DB2、Oracle、大数据,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40494676816.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
大数据运维工程师 -中高级,1.2万-1.8万,杭州-拱墅,3-5年,本科,大数据运维、Linux,凯美瑞德(苏州)信息科技股份有限公司,http://jobs.zhaopin.com/CC615984520J40486955616.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
大数据运维工程师,1.1万-1.4万,杭州-拱墅,3-5年,大专,阿里云,江苏智蓝信息科技有限公司,http://jobs.zhaopin.com/CC571965230J40475657413.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
自然语言研究科学家,3万-6万,杭州,经验不限,博士,人工智能、网络安全、云计算、大数据、软件行业,杭州市滨江区浙工大网络空间安全创新研究院,http://jobs.zhaopin.com/CCL1438627770J40470680603.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
政府大客户销售（大数据）,1万-2万,杭州-西湖,3-5年,本科,政府、大客户（KA）,北京天诺德咨询有限公司,http://jobs.zhaopin.com/CC500202220J40503536710.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
大数据售前解决方案工程师,1.5万-3万 · 13薪,杭州-西湖,3-5年,本科,智慧产品、数字化产品、数据中心产品,亚信科技,http://jobs.zhaopin.com/CC139131340J40487136511.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
网络安全研究专家,3万-6万,杭州,经验不限,博士,大数据、云计算、人工智能、网络安全,杭州市滨江区浙工大网络空间安全创新研究院,http://jobs.zhaopin.com/CCL1438627770J40468787403.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
解决方案经理（水利方向-创新）,1.6万-2.6万,杭州-余杭,3-5年,本科,水利设计、水利信息化、水力发电工程、设计院、一级建造师（水利水电）、水利工程数字化、大数据、农田水利工程,浙江希优信息科技有限公司,http://jobs.zhaopin.com/CC219838730J40541619214.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
股权投资经理（一级市场，大数据、高端制造行业）,1万-1.5万,杭州,经验不限,硕士,尽职调查、股权投资、投资分析、投资机构(VC/PE)、私募基金、基金从业资格证、股权,浙江科发资本管理有限公司,http://jobs.zhaopin.com/CC452878018J90250205000.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
大数据运维工程师,面议,杭州-拱墅,3-5年,本科,数据库运维,中软国际,http://jobs.zhaopin.com/CC508620120J40538922412.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
大数据系统运维工程师,1.1万-2万,杭州-余杭,3-5年,本科,Java、Shell、Unix、Linux、NoSQL、Oracle、系统运维、大数据运维,浙江希优信息科技有限公司,http://jobs.zhaopin.com/CC219838730J40544255114.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
智慧农业软硬件销售工程师,6千-8千元/月,杭州-拱墅,经验不限,学历不限,智慧农业、农业物联网、农业领域销售、兼职销售、软件销售、大数据、政府机关销售、墒情气象传感器,沃尔德弗,http://jobs.zhaopin.com/CC581885280J40476896313.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
数据分析助理（双休，入职缴纳五险）,9千-1.3万 · 13薪,杭州-余杭,1-3年,本科,Python,杭州博盛达信息技术有限公司,http://jobs.zhaopin.com/CCL1442672500J40368995616.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
2024届星乘管培生（数据）,8千-1万 · 15薪,杭州-西湖,经验不限,本科,Python、SQL、商业数据分析、运营数据分析、销售数据分析、财务数据分析,中国平安财产保险股份有限公司浙江分公司,http://jobs.zhaopin.com/CC151805410J40476774413.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
数据分析师,1.3万-1.5万 · 14薪,杭州-西湖,1-3年,大专,数据分析、数据采集、商业数据分析、SQL,杭州星溢科技有限公司,http://jobs.zhaopin.com/CCL1351874340J40237712902.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
数据分析助理（双休，入职缴纳五险）,9千-1.3万 · 13薪,杭州-上城,1-3年,本科,Python,杭州博盛达信息技术有限公司,http://jobs.zhaopin.com/CCL1442672500J40368995516.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
数据分析师（应届/实习皆可）,1万-1.5万,杭州-西湖,经验不限,本科,Python、SQL、NumPy、Pandas、商业数据分析、销售数据分析、金融数据分析、风控数据分析,浙江创邻科技有限公司,http://jobs.zhaopin.com/CC426826130J40509849310.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
SFE数据分析专员(J10132),8千-1.6万 · 14薪,杭州-萧山,3-5年,本科,数据挖掘、数据治理,杭州广科安德生物科技有限公司,http://jobs.zhaopin.com/CC646847130J40592542315.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
数据开发（滨江区）,1.4万-1.6万,杭州-滨江,经验不限,大专,ETL开发、数仓开发、数据建模、报表开发、实时数仓、Hadoop、Hive、Spark、Flink、SQL、数据开发,博彦科技,http://jobs.zhaopin.com/CC000163970J40471880103.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
数据开发,面议,杭州-滨江,5-10年,本科,ETL、Spark、hive、SQL、数仓模型设计、熟悉阿里云DATAWORKS,吉利控股集团,http://jobs.zhaopin.com/CC000616940J40510164208.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
数据分析师助理,8千-1.6万 · 13薪,杭州-余杭,1-3年,本科,SQL、Python、Scala、SPSS,江西兴峰洋信息科技有限公司,http://jobs.zhaopin.com/CCL1464267660J40439247211.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
成本数据岗,5千-7千 · 13薪,杭州-富阳,经验不限,学历不限,,京东集团,http://jobs.zhaopin.com/CC192921310J40514884209.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
数据分析师（算法研究方向）,8千-1.2万元/月,杭州-钱塘,经验不限,本科,Python、R语言、MATLAB、机器学习、深度学习,杭州拓端数据科技有限公司,http://jobs.zhaopin.com/CC428769630J40503200401.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
数据开发工程师,1万-2万,杭州-拱墅,3-5年,本科,ETL开发,润和软件,http://jobs.zhaopin.com/CC171774410J40541227114.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
数据分析师,1万-1.2万,杭州-滨江,经验不限,大专,数据挖掘、数据建模、数仓开发、Python、R语言、Sql,上海睿笙智镜科技有限公司,http://jobs.zhaopin.com/CCL1472228780J40479845104.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9
