职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
区域产品经理（EBU-杭州）,1万-1.6万,杭州-拱墅,3-5年,本科,药品市场推广、市场调研、需求分析、数据分析、产品运营、项目管理,沈阳三生制药有限责任公司,http://jobs.zhaopin.com/CC131932960J40554833512.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
商品专员,6千-9千,杭州-临平,1-3年,高中,数据分析、商品管理,杭州阿雪家服饰有限公司,http://jobs.zhaopin.com/CC583951620J40579851115.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
商品运营专员,8千-1.6万,杭州-滨江,1-3年,本科,,浙江圣雪休闲用品有限公司上海分公司,http://jobs.zhaopin.com/CC581884120J40545240012.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
效能管理专员,6千-1.2万 · 15薪,杭州-滨江,3-5年,本科,效能分析、销售费用管控、销售行为管理、经营分析、体系搭建、流程搭建、可视化,聚光科技,http://jobs.zhaopin.com/CC120015950J40572415415.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
运营助理,面议,杭州-上城,1-3年,本科,销售运营、数据分析,杭州中美华东制药有限公司,http://jobs.zhaopin.com/CC198426920J40490765710.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
运营专员,1万-1.5万 · 13薪,杭州-拱墅,1-3年,本科,运营专员、数据分析、电商运营,上海鲸欢网络科技有限公司,http://jobs.zhaopin.com/CCL1401575020J40399608107.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
产品数据专员,6千-8千,杭州-临平,1-3年,本科,SQL、PHOTOSHOP、图片处理、数据分析,浙江万明精配大数据科技有限公司,http://jobs.zhaopin.com/CC860921150J40497748409.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
电商商品专员（进销存）,7千-9千,杭州-上城,1-3年,大专,进销存、函数公式、可视化报表,杭州聚宠科技发展有限公司,http://jobs.zhaopin.com/CC490779680J40483297511.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
广告投放助理（大厂）,4千-8千,杭州-滨江,1-3年,本科,媒介助理、效果广告、数据分析、抖音快手大媒体,上海微创软件股份有限公司,http://jobs.zhaopin.com/CC000638920J40549662814.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
政务运营助理,4千-6千,杭州-余杭,1-3年,大专,知识服务平台、线上数据运营、线上用户运营、数据分析,深圳易宝软件有限公司,http://jobs.zhaopin.com/CC120109940J40477001713.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
经营管理专员,6千-8千,杭州-萧山,1-3年,本科,,浙江绿色慧联有限公司,http://jobs.zhaopin.com/CCL1285179400J40478727711.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
品类规划,8千-1.5万 · 13薪,杭州-上城,3-5年,本科,,驰骋控股集团股份有限公司,http://jobs.zhaopin.com/CC881958150J40469854606.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
HRBP,8千-1.1万,杭州-余杭,5-10年,大专,数据分析,外企德科,http://jobs.zhaopin.com/CC138117190J40509026405.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
淘宝运营助理专员,4千-6千 · 13薪,杭州-西湖,1-3年,大专,电商运助、淘宝运助、数据分析、推广,杭州臻家贸易有限公司,http://jobs.zhaopin.com/CC566401627J90250006000.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
销售目标管理 (MJ061730),面议,杭州-滨江,3-5年,本科,汽车,吉利控股集团,http://jobs.zhaopin.com/CC000616940J40521323408.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
浙江销售内勤,8千-1.2万,杭州-上城,1-3年,本科,,泸州三人炫酒业有限公司,http://jobs.zhaopin.com/CCL1246237150J40469487113.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
数据产品经理（Base 福州）,1.5万-2万 · 14薪,杭州-余杭,3-5年,本科,数据分析、BI、大数据产品、数仓、MySQL、数据仓库、数据产品、数据中台,朴朴超市,http://jobs.zhaopin.com/CC408522280J40448281010.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
中高级Java开发工程师（大数据开发经验）,1.1万-1.6万,杭州-滨江,3-5年,本科,Spring、JVM、ELASTIC-JOB,上海兴岩信息科技有限公司,http://jobs.zhaopin.com/CC334558030J40546569114.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
商品AD,4千-6千,杭州-萧山,1年以下,大专,库存数据管理、货品调拨管理,浙江娅茜内衣有限公司,http://jobs.zhaopin.com/CC149324810J40299909112.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
女装商品专员,8千-1.2万,杭州-临平,1-3年,本科,,杭州朵颜时装有限公司,http://jobs.zhaopin.com/CCL1345560110J40494217108.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
【品牌方】直播运营专员,9千-1.5万,杭州-滨江,经验不限,大专,电商直播、直播选品、内容策划、直播策划、数据分析,万唯原创文化传播(陕西)有限公司,http://jobs.zhaopin.com/CC807814620J40492526106.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
淘宝平台商家成长运营（双休、六险一金）,6千-8千,杭州-余杭,1-3年,本科,淘宝天猫店铺运营、平台商家运营、数据分析,武汉佰钧成技术有限责任公司,http://jobs.zhaopin.com/CC364485720J40497432205.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
生物统计专员,9千-1.1万 · 13薪,杭州-滨江,1-3年,大专,生物工程,浙江合尔珀生物科技有限公司,http://jobs.zhaopin.com/CCL1372241830J40541935801.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
商品AD,6千-8千,杭州-滨江,1-3年,大专,服装/纺织,浙江德鲨服饰有限公司,http://jobs.zhaopin.com/CC649734727J90250055000.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
国内电商选品专员（1.7万-2.5万）,1.7万-2.5万,杭州-萧山,3-5年,大专,商业产品、客户端产品、数据分析、产品规划,浙江潇潇五金工具有限公司,http://jobs.zhaopin.com/CC140649760J40463625809.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
招商运营助理（写字楼）,4千-5千 · 13薪,杭州-滨江,经验不限,高中,运营专员、数据分析,杨林控股有限公司,http://jobs.zhaopin.com/CC282204580J40541138412.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
服装商品AD,7千-9千,杭州-萧山,经验不限,学历不限,服装货品调拨、配货,杭州潮玩时装有限公司,http://jobs.zhaopin.com/CCL1239221940J40474205605.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
金融工程/风险管理/衍生品类研究助理,100-200/天,杭州-萧山,无经验,硕士,风险分析、舆情分析、量化分析、基金从业资格证、基金数据分析、证券数据分析、期货数据分析,杭州维引资产管理有限公司,http://jobs.zhaopin.com/CC615869480J40334548113.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
项目运营助理,6千-1万 · 13薪,杭州-滨江,经验不限,硕士,运营专员、线上数据运营、行业数据分析、C端用户运营、TO C、渠道运营、活动运营、数据分析,国信证券股份有限公司深圳互联网分公司,http://jobs.zhaopin.com/CCL1295397700J40382421105.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
电商运营,7千-8千,杭州-余杭,1-3年,大专,淘宝/天猫、售后经验、数据分析,领世(杭州)品牌运营管理有限公司,http://jobs.zhaopin.com/CCL1275184710J40489828716.htm?refcode=4019&srccode=401901&preactionid=883f0d6f-5241-4f48-92cb-014d38c2070f
