职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
中国移动正式员工-大数据开发,1.5万-3万,杭州-上城,经验不限,本科,Java、数据治理、数据挖掘、Hadoop、Flink、Spark,浙江外服人力资源服务有限公司,http://jobs.zhaopin.com/CC559618430J40499150302.htm?refcode=4019&srccode=401901&preactionid=3dda4bd7-3feb-46b4-a521-8a2fe2c404cd
数据开发工程师,1万-1.6万,杭州-滨江,1-3年,大专,Python、Spark,深圳市法本信息技术股份有限公司,http://jobs.zhaopin.com/CC385622410J40498069506.htm?refcode=4019&srccode=401901&preactionid=3dda4bd7-3feb-46b4-a521-8a2fe2c404cd
数据开发工程师【线上面试+双休】,1.2万-1.9万,杭州-上城,3-5年,本科,报表开发、ETL开发、数据建模、Hive、Oracle、ODPS,上海晨钦信息科技服务有限公司,http://jobs.zhaopin.com/CCL1343356340J40406011212.htm?refcode=4019&srccode=401901&preactionid=3dda4bd7-3feb-46b4-a521-8a2fe2c404cd
数据开发工程师,1万-2万,杭州-拱墅,3-5年,本科,ETL开发,润和软件,http://jobs.zhaopin.com/CC171774410J40541227114.htm?refcode=4019&srccode=401901&preactionid=3dda4bd7-3feb-46b4-a521-8a2fe2c404cd
数据开发工程师,1万-1.7万,杭州-滨江,1-3年,本科,Flink、Spark、hive,深圳市法本信息技术股份有限公司,http://jobs.zhaopin.com/CC385622410J40498001606.htm?refcode=4019&srccode=401901&preactionid=3dda4bd7-3feb-46b4-a521-8a2fe2c404cd
数据开发（大数据方向）,1.5万-2.2万 · 13薪,杭州-西湖,3-5年,本科,数仓开发、数据建模、数据集市、数据运维、数据湖、实时数仓、数据中台、数据平台、ETL开发、报表开发、Java,百世物流,http://jobs.zhaopin.com/CC205908110J40457692904.htm?refcode=4019&srccode=401901&preactionid=3dda4bd7-3feb-46b4-a521-8a2fe2c404cd
大数据平台开发与运维工程师,1万-2万,杭州,1-3年,本科,数据运维,浙江省公众信息产业有限公司,http://jobs.zhaopin.com/CC147451160J40424318911.htm?refcode=4019&srccode=401901&preactionid=3dda4bd7-3feb-46b4-a521-8a2fe2c404cd
数据开发（外包-稠州银行）,1.2万-1.6万,杭州-上城,3-5年,大专,帆软大屏,舟恩信息,http://jobs.zhaopin.com/CC665594320J40505916210.htm?refcode=4019&srccode=401901&preactionid=3dda4bd7-3feb-46b4-a521-8a2fe2c404cd
开发设计岗（数据开发方向）,面议,杭州-上城,3-5年,硕士,Hadoop、Hive、Spark、数据挖掘、数据建模、数仓开发,中国邮政储蓄银行股份有限公司浙江省分行,http://jobs.zhaopin.com/CC173456210J40482574716.htm?refcode=4019&srccode=401901&preactionid=3dda4bd7-3feb-46b4-a521-8a2fe2c404cd
数据治理（实习岗）,9千-1.3万,杭州-上城,无经验,本科,数据治理,浙江省公众信息产业有限公司,http://jobs.zhaopin.com/CC147451160J40494190511.htm?refcode=4019&srccode=401901&preactionid=3dda4bd7-3feb-46b4-a521-8a2fe2c404cd
