职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
数据分析工程师,1.2万-2万,杭州-滨江,3-5年,本科,数据治理、数据挖掘、数据建模,山东华科信息技术有限公司,http://jobs.zhaopin.com/CC293762780J40500300402.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
DBA数据库管理员,1.5万-3万 · 13薪,杭州-上城,经验不限,本科,SQL、PostgreSQL、Oracle、DB2,海量数据,http://jobs.zhaopin.com/CC153470110J40458447314.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
区块链密码学专家,2万-4万,杭州-滨江,1-3年,硕士,,杭州高新区(滨江)区块链与数据安全研究院,http://jobs.zhaopin.com/CCL1475147210J40479750311.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
数据架构师,2万-2.5万 · 13薪,杭州-余杭,5-10年,本科,数据架构、数据治理,浙江希优信息科技有限公司,http://jobs.zhaopin.com/CC219838730J40559831114.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
产品数据工程师（高级）(J10340),1.5万-2.8万 · 14薪,杭州-滨江,5-10年,本科,数据平台、产品数据、BOM,易思维,http://jobs.zhaopin.com/CC622090030J40424102510.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
化建数据库管理,5千-7千 · 13薪,杭州-钱塘,1-3年,大专,销售数据运营、经营数据分析、财务数据分析、ERP,中财招商投资集团有限公司,http://jobs.zhaopin.com/CC120648220J40521331508.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
数据开发工程师,1.1万-2万,杭州-滨江,3-5年,本科,数据清洗、ETL、Flink、数据中台,杭州诚品科技有限公司,http://jobs.zhaopin.com/CC199434210J40234621510.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
数据分析工程师,1.1万-1.3万,杭州-余杭,1-3年,本科,行业分析,北京清软创新科技股份有限公司,http://jobs.zhaopin.com/CC139533360J40375831113.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
数据开发工程师,1.8万-2.3万,杭州-滨江,5-10年,本科,ETL开发、数仓开发、DATAWORKS、HIVE SQL,深圳市法本信息技术股份有限公司,http://jobs.zhaopin.com/CC385622410J40484637706.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
成本数据岗位,6千-8千 · 13薪,杭州-富阳,经验不限,学历不限,,京东物流,http://jobs.zhaopin.com/CC677237020J40505797705.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
